Annee (0);jour (0);mois (0);dist ÌÊ la cÌ«te (nq);zone;lat (0);long(0);type(0);pavillon;statut de l'attaque(0);type d'attaque(0);Nombre P  Min;Nombre P  max;nombre embarcation;Vol ÌÊ bord; Kidnapping;blessÌ©es; meurtre;Knives ;RPG;descriptif;latitude;longitude;quinzaine_week;new_type;newDescriptif;Guns;mousson;distance au port
2010.0;23.0;6.0;;BCD;10:16.38N;064:42.20W;Tanker;Italy;Anchored;Attempted;2;2;;0;0;0;0;0;0;two robbers attempted to board the tanker by climbing the anchor chain. crew spotted them and raised alarm. robbers jumped back into the water and escaped in their speed boat.;10.2772222222;-64.7055555556;12.0;Tanker;two robbers attempted to board the tanker by climbing the anchor chain. crew spotted them and raised alarm. robbers jumped back into the water and escaped in their speed boat.;0;1;7.78517893323
2010.0;17.0;11.0;;BCD;10:17.4N;064:43.1W;Container;Liberia;Anchored;Attempted;12;12;;0;0;0;0;0;0;twelve robbers armed with guns in a wooden boat attempted to board the ship at anchor. on seeing alert crew the robbers moved away.   africa (somalia)  ref date time status type name of ship type/flag/grt/ imo number position narration;10.2844444444;-64.7169444444;22.0;Other;twelve robbers armed with guns in a wooden boat attempted to board the ship at anchor. on seeing alert crew the robbers moved away.   africa (somalia)  ref date time status type name of ship type/flag/grt/ imo number position narration;1;0;9.25992294
2010.0;4.0;3.0;;BCD;03:26S;047:11E;Fishing Vessel;Spain;Steaming;Fired upon;-1;-1;;0;0;0;0;0;0;pirates in two boats attacked and fired upon a fishing vessel underway. the armed guard onboard the fishing vessel returned fire and the pirates aborted the attack.;-3.43333333333;47.1833333333;5.0;Vessel;pirates in two boats attacked and fired upon a fishing vessel underway. the armed guard onboard the fishing vessel returned fire and the pirates aborted the attack.;0;0;637.971255429
2010.0;4.0;3.0;;BCD;01:17S;047:07E;Research Vessel;France;Steaming;Fired upon;-1;-1;;0;0;0;0;0;0;armed pirates in two skiffs fired upon the vessel underway. vessel employed evasive manoeuvres and was able to prevent the boarding before a french naval vessel arrived on scene detaining the pirates.;-1.28333333333;47.1166666667;5.0;Offshore Exploitation;armed pirates in two skiffs fired upon the vessel underway. vessel employed evasive manoeuvres and was able to prevent the boarding before a french naval vessel arrived on scene detaining the pirates.;0;0;416.12758305
2010.0;5.0;3.0;;BCD;02:56S;045:52E;Fishing Vessel;Seychelles;Steaming;Attempted;-1;-1;;0;0;0;0;0;0;pirates armed with guns in two small skiffs and one large skiff attempted to attack a fishing vessel. crew raised alarm, informed coalition forces and secured themselves inside the vessel. security team took their position to resist the attack. a maritime patrol aircraft and two french helicopters arrived at the location and the pirates aborted the attempt.;-2.93333333333;45.8666666667;5.0;Vessel;pirates armed with guns in two small skiffs and one large skiff attempted to attack a fishing vessel. crew raised alarm, informed coalition forces and secured themselves inside the vessel. security team took their position to resist the attack. a maritime patrol aircraft and two french helicopters arrived at the location and the pirates aborted the attempt.;1;0;552.190798046
2010.0;11.0;3.0;;BCD;03:32S;062:11E;Container;Liberia;Steaming;Fired upon;-1;-1;;0;0;0;0;0;0;pirates in two skiffs chased and opened fire on the ship underway. ship enforced anti piracy measures and increased speed and sent ssas alert. due to ship's higher speed attack prevented.;-3.53333333333;62.1833333333;5.0;Other;pirates in two skiffs chased and opened fire on the ship underway. ship enforced anti piracy measures and increased speed and sent ssas alert. due to ship's higher speed attack prevented.;0;0;755.651193437
2010.0;15.0;3.0;;BCD;11:02S;046:57E;Vehicle Carrier;United Kingdom;Steaming;Fired upon;-1;-1;;0;0;0;0;0;1;initial reports indicate pirates in skiffs armed with rpg and guns chased and fired upon the ship underway. master raised alarm, increased speed and took evasive manoeuvres. the ship has managed to evade the attack. no injuries to crew. the ship sustained some damages.;-11.0333333333;46.95;6.0;Vehicle Carrier;initial reports indicate pirates in skiffs armed with rpg and guns chased and fired upon the ship underway. master raised alarm, increased speed and took evasive manoeuvres. the ship has managed to evade the attack. no injuries to crew. the ship sustained some damages.;1;0;743.379803397
2010.0;16.0;3.0;;BCD;12:13.5N;063:14.1E;Container;Liberia;Steaming;Attempted;-1;-1;;0;0;0;0;0;0;a container ship underway spotted a skiff departing from an illuminated vessel around 6 nm astern. the skiff chased the ship. crew enforced anti piracy measures, increased speed, activated fire hoses and directed the search light towards the skiff. later the skiff aborted the attempt.;12.2180555556;63.2336111111;6.0;Other;a container ship underway spotted a skiff departing from an illuminated vessel around 6 nm astern. the skiff chased the ship. crew enforced anti piracy measures, increased speed, activated fire hoses and directed the search light towards the skiff. later the skiff aborted the attempt.;0;0;1122.37079586
2010.0;20.0;3.0;;BCD;11:10.0N;062:22.9E;Container;Liberia;Steaming;Fired upon;-1;-1;;0;0;0;0;0;0;five armed pirates chased and attempted to board the ship underway. master raised alarm, increased speed to 25.5 knots and sounded ship's whistle. pirates fired upon the ship and came as close as 0.2 nm from the ship before aborting. the pirate skiff was doing approximately 24.5 knots at the time of the attack.;11.1666666667;62.3691666667;6.0;Other;five armed pirates chased and attempted to board the ship underway. master raised alarm, increased speed to 25.5 knots and sounded ship's whistle. pirates fired upon the ship and came as close as 0.2 nm from the ship before aborting. the pirate skiff was doing approximately 24.5 knots at the time of the attack.;0;0;1105.60559503
2010.0;22.0;3.0;;BCD;15:41.1N;068:16.3E;Tanker;Liberia;Steaming;Attempted;-1;-1;;0;0;0;0;0;0;"a tanker underway observed a craft at 5-6 nm on radar. d/o altered course to increase cpa. another craft separated from the main craft and proceed at 14 knots towards the tanker. master raised alarm, increased speed; crew mustered and activated all anti-piracy measures. the crafts chased the tanker for about 45 minutes and later aborted the attempt.";15.6836111111;68.2675;6.0;Tanker;"a tanker underway observed a craft at 5-6 nm on radar. d/o altered course to increase cpa. another craft separated from the main craft and proceed at 14 knots towards the tanker. master raised alarm, increased speed; crew mustered and activated all anti-piracy measures. the crafts chased the tanker for about 45 minutes and later aborted the attempt.";0;0;594.19193212
2010.0;25.0;3.0;;BCD;03:48S;043:09E;Container;Liberia;Steaming;Fired upon;5;5;;0;0;0;0;0;0;two skiffs with four to five pirates in each skiff chased and opened fire on the ship underway. the ship increased speed and managed to evade the attack.;-3.8;43.15;6.0;Other;two skiffs with four to five pirates in each skiff chased and opened fire on the ship underway. the ship increased speed and managed to evade the attack.;0;0;389.822865964
2010.0;28.0;3.0;;BCD;01:01.1S;057:14.4E;Tanker;Malta;Steaming;Fired upon;2;2;;0;0;0;0;0;1;two pirate boats with three armed pirates in each boat chased and fired upon the tanker underway. pirate boats came very close and were armed with guns and rpg. over a period of two hours, the pirates fired upon and attempted to hijack the ship. the pirates eventually aborted the attack and moved away.  no casualties to crew but the ship sustained bullet holes.;-1.01694444444;57.2344444444;6.0;Tanker;two pirate boats with three armed pirates in each boat chased and fired upon the tanker underway. pirate boats came very close and were armed with guns and rpg. over a period of two hours, the pirates fired upon and attempted to hijack the ship. the pirates eventually aborted the attack and moved away.  no casualties to crew but the ship sustained bullet holes.;1;0;445.56909375
2010.0;31.0;3.0;;BCD;02:15.08S;041:34.99E;General Cargo;North Korea;Steaming;Fired upon;-1;-1;;0;0;1;0;0;1;pirate armed with machine guns and rpg attacked and fired upon a general cargo ship underway. the vessel enforced all effective anti piracy measures and prevented the pirates from boarding it. nine-crew were injured due to the firing of rpg and automatic weapons. the prc contacted authorities and requested assistance for the crew and ship.  the authorities dispatched a patrol boat.;-2.25222222222;41.5941666667;6.0;Vehicle Carrier;pirate armed with machine guns and rpg attacked and fired upon a general cargo ship underway. the vessel enforced all effective anti piracy measures and prevented the pirates from boarding it. nine-crew were injured due to the firing of rpg and automatic weapons. the prc contacted authorities and requested assistance for the crew and ship.  the authorities dispatched a patrol boat.;1;0;294.871513261
2010.0;31.0;3.0;;BCD;02:03N;052:26E;Product Tanker;Sierra Leone;Steaming;Fired upon;-1;-1;;0;0;0;0;0;0;heavily armed pirates in three skiffs chased a product tanker and fired upon her. the tanker made evasive manoeuvres and escaped from the pirates.;2.05;52.4333333333;6.0;Tanker;heavily armed pirates in three skiffs chased a product tanker and fired upon her. the tanker made evasive manoeuvres and escaped from the pirates.;0;0;788.017360497
2010.0;31.0;3.0;;BCD;05:03S;040:03E;Product Tanker;South Korea;Steaming;Fired upon;-1;-1;;0;0;0;0;0;0;pirates armed with guns in two skiffs chased and fired upon a product tanker underway. master raised alarm, took anti-piracy measures, increased speed and managed to evade the boarding.;-5.05;40.05;6.0;Tanker;pirates armed with guns in two skiffs chased and fired upon a product tanker underway. master raised alarm, took anti-piracy measures, increased speed and managed to evade the boarding.;1;0;117.448935429
2010.0;31.0;3.0;;BCD;10:32N;058:00E;Fishing Vessel;Taiwan;Steaming;Fired upon;-1;-1;;0;0;1;0;0;0;pirates armed with guns in a boat chased and fired upon a fishing vessel underway. captain took anti-piracy measures and increased speed. finally, the fishing vessel managed to escape. one crew injured and in need of medical evacuation.;10.5333333333;58.0;6.0;Vessel;pirates armed with guns in a boat chased and fired upon a fishing vessel underway. captain took anti-piracy measures and increased speed. finally, the fishing vessel managed to escape. one crew injured and in need of medical evacuation.;1;0;830.278974469
2010.0;31.0;3.0;;BCD;01:28.0N;065:09.7E;Container;Antigua & Barbuda;Steaming;Fired upon;-1;-1;;0;0;0;0;0;0;armed pirates in two skiffs chased and fired upon a container ship underway with intent to hijack. master raised alarm, activated anti-piracy measures, increased speed and took evasive manoeuvres. pirates attempted to board the ship but unable to do so due to the speed and evasive manoeuvres taken by the ship. finally, pirates gave up the chase and aborted the attack. no injuries to crew.;1.46666666667;65.1519444444;6.0;Other;armed pirates in two skiffs chased and fired upon a container ship underway with intent to hijack. master raised alarm, activated anti-piracy measures, increased speed and took evasive manoeuvres. pirates attempted to board the ship but unable to do so due to the speed and evasive manoeuvres taken by the ship. finally, pirates gave up the chase and aborted the attack. no injuries to crew.;0;0;975.496199928
2010.0;31.0;3.0;;BCD;14:25N;064:40E;Container;Liberia;Steaming;Attempted;-1;-1;;0;0;0;0;0;0;pirates in two skiffs chased and attempted to board a container ship underway. master raised alarm, took anti-piracy measures, increased speed and managed to evade the boarding.;14.4166666667;64.6666666667;6.0;Other;pirates in two skiffs chased and attempted to board a container ship underway. master raised alarm, took anti-piracy measures, increased speed and managed to evade the boarding.;0;0;988.799993994
2010.0;2.0;4.0;;BCD;11:06S;046:07E;Container;Liberia;Steaming;Fired upon;-1;-1;;0;0;0;0;0;1;two skiffs with armed pirates chased and fired upon the ship underway.  pirates opened fire with rpg and guns.  however, alert ship's crew managed to escape and move away.;-11.1;46.1166666667;7.0;Other;two skiffs with armed pirates chased and fired upon the ship underway.  pirates opened fire with rpg and guns.  however, alert ship's crew managed to escape and move away.;1;0;653.812590855
2010.0;4.0;4.0;;BCD;09:24.3S;044:30.2E;Container;Liberia;Steaming;Fired upon;-1;-1;;0;0;0;0;0;1;pirates in a skiff armed with rpg and automatic weapons chased and fired upon at the ship underway. ship increased speed, made evasive manoeuvres and evaded the attack.;-9.40083333333;44.5005555556;7.0;Other;pirates in a skiff armed with rpg and automatic weapons chased and fired upon at the ship underway. ship increased speed, made evasive manoeuvres and evaded the attack.;1;0;481.362366065
2010.0;5.0;4.0;;BCD;18:21N;059:01E;Chemical Tanker;Marshall Islands;Steaming;Fired upon;-1;-1;;0;0;0;0;0;1;three skiffs chased a chemical tanker underway.  the master sent a distress message requesting for help. two skiffs came very close to the tanker and pirates placed a ladder on the ship's side to board.  due to evasive manoeuvres pirates failed to board the tanker.  a warship arrived in the vicinity to assist the ship.   no injury to crew but rpg damage to tanker.;18.35;59.0166666667;7.0;Tanker;three skiffs chased a chemical tanker underway.  the master sent a distress message requesting for help. two skiffs came very close to the tanker and pirates placed a ladder on the ship's side to board.  due to evasive manoeuvres pirates failed to board the tanker.  a warship arrived in the vicinity to assist the ship.   no injury to crew but rpg damage to tanker.;0;0;552.691202448
2010.0;5.0;4.0;;BCD;13:38.7N;055:38.2E;Container;Panama;Steaming;Fired upon;-1;-1;;0;0;0;0;0;1;pirates in skiffs chased and fired upon a container ship underway, using rpg and machine guns. ship increased speed and made evasive manoeuvres.;13.6352777778;55.6338888889;7.0;Other;pirates in skiffs chased and fired upon a container ship underway, using rpg and machine guns. ship increased speed and made evasive manoeuvres.;1;0;405.816345553
2010.0;11.0;4.0;;BCD;02:26.9N;059:59.8E;Container;Antigua & Barbuda;Steaming;Attempted;-1;-1;;0;0;0;0;0;0;a container ship underway detected three speed boats on radar at a distance of about 3.5 nm. two skiffs with speed 20 knots commenced chasing the ship. ship raised alarm, increased speed, activated ssas, sent dsc distress, and commended evasive manoeuvres. the skiffs closed to 1.6 nm and aborted the attempted attack.;2.43583333333;59.9855555556;7.0;Other;a container ship underway detected three speed boats on radar at a distance of about 3.5 nm. two skiffs with speed 20 knots commenced chasing the ship. ship raised alarm, increased speed, activated ssas, sent dsc distress, and commended evasive manoeuvres. the skiffs closed to 1.6 nm and aborted the attempted attack.;0;0;929.334630244
2010.0;18.0;4.0;;BCD;09:29.7N;068:55.4E;Tanker;Singapore;Steaming;Fired upon;4;4;;0;0;0;0;0;1;four pirates in a skiff armed with rpg fired upon the tanker underway with intent to hijack. tanker activated anti-piracy measures. the tanker had a team of four securities personal onboard. pirates stopped firing and aborted the attempted boarding. no casualties to crew and ship. tanker continued her passage.;9.48527777778;68.9177777778;8.0;Tanker;four pirates in a skiff armed with rpg fired upon the tanker underway with intent to hijack. tanker activated anti-piracy measures. the tanker had a team of four securities personal onboard. pirates stopped firing and aborted the attempted boarding. no casualties to crew and ship. tanker continued her passage.;0;0;748.556123815
2010.0;19.0;4.0;;BCD;00:50S;051:30E;Warship;France;Steaming;Fired upon;-1;-1;;0;0;0;0;0;0;during the night a mother vessel and two skiffs fired upon the warship which they have mistaken for a merchant vessel. the warship fired warning shots and chased the pirates.  the skiffs were seized and pirates detained.;-0.833333333333;51.5;8.0;Military;during the night a mother vessel and two skiffs fired upon the warship which they have mistaken for a merchant vessel. the warship fired warning shots and chased the pirates.  the skiffs were seized and pirates detained.;0;0;609.124134248
2010.0;21.0;4.0;;BCD;01:10N;065:00E;Bulk Carrier;Malta;Steaming;Fired upon;4;4;;0;0;0;0;0;1;four pirates armed with rpg and automatic weapons in a skiff chased and fired upon the ship underway. ship raised alarm, contacted coalition forces, increased speed and took evasive manoeuvres. coalition warship responded and sent a helicopter to the location. pirates stopped chasing the ship and aborted the attempted attack. no injuries to crew.;1.16666666667;65.0;8.0;Vehicle Carrier;four pirates armed with rpg and automatic weapons in a skiff chased and fired upon the ship underway. ship raised alarm, contacted coalition forces, increased speed and took evasive manoeuvres. coalition warship responded and sent a helicopter to the location. pirates stopped chasing the ship and aborted the attempted attack. no injuries to crew.;1;0;1002.22174752
2010.0;23.0;4.0;;BCD;14:48N;065:18E;Chemical Tanker;Marshall Islands;Steaming;Fired upon;5;5;;0;0;0;0;0;1;five pirates in a skiff armed with rpg and guns chased and fired upon the tanker underway. the pirates chased the tanker for more than one hour and then aborted the attempted attack. no injuries to crew. no damage to ship.;14.8;65.3;8.0;Tanker;five pirates in a skiff armed with rpg and guns chased and fired upon the tanker underway. the pirates chased the tanker for more than one hour and then aborted the attempted attack. no injuries to crew. no damage to ship.;1;0;916.199274921
2010.0;25.0;4.0;;BCD;18:06N;065:47E;Tanker;Panama;Steaming;Fired upon;4;4;;0;0;0;0;0;1;four pirates armed with machine guns and rpg in a white coloured skiff chased and fired upon the tanker underway with intent to hijack. tanker raised alarm, sent distress message, increased speed, took evasive manoeuvres and crew locked all accommodation doors. pirates tried to board the tanker using a steel ladder and hooks attached to ropes. they fired rpg at the accommodation and the tanker continued with her evasive manoeuvres. after several attempts, finally pirates aborted the attempted boarding. no injuries to crew.;18.1;65.7833333333;8.0;Tanker;four pirates armed with machine guns and rpg in a white coloured skiff chased and fired upon the tanker underway with intent to hijack. tanker raised alarm, sent distress message, increased speed, took evasive manoeuvres and crew locked all accommodation doors. pirates tried to board the tanker using a steel ladder and hooks attached to ropes. they fired rpg at the accommodation and the tanker continued with her evasive manoeuvres. after several attempts, finally pirates aborted the attempted boarding. no injuries to crew.;1;0;652.762025127
2010.0;25.0;4.0;;BCD;17:59N;065:49E;Chemical Tanker;Malaysia;Steaming;Fired upon;6;6;;0;0;0;0;0;1;six pirates armed with machine guns and rpg in a white coloured skiff chased and fired upon the tanker underway with intent to hijack. coalition forces contacted, increased speed and took evasive manoeuvres. pirates attempted to board the tanker several times but unable due to the evasive manoeuvres and finally they aborted the attempt. no injuries to crew.;17.9833333333;65.8166666667;8.0;Tanker;six pirates armed with machine guns and rpg in a white coloured skiff chased and fired upon the tanker underway with intent to hijack. coalition forces contacted, increased speed and took evasive manoeuvres. pirates attempted to board the tanker several times but unable due to the evasive manoeuvres and finally they aborted the attempt. no injuries to crew.;1;0;662.203501299
2010.0;5.0;5.0;;BCD;09:45.2S;041:15.9E;Bulk Carrier;South Korea;Steaming;Fired upon;-1;-1;;0;0;0;0;0;0;pirates in a skiff chased the ship underway and opened fire at her. security team onboard the ship returned fire resulting in the pirates aborting the attack and moving away.;-9.75055555556;41.2525;9.0;Vehicle Carrier;pirates in a skiff chased the ship underway and opened fire at her. security team onboard the ship returned fire resulting in the pirates aborting the attack and moving away.;0;0;128.740429087
2010.0;10.0;5.0;;BCD;00:02N;065:00E;Bulk Carrier;Bahamas;Steaming;Fired upon;-1;-1;;0;0;0;0;0;0;pirates in skiff chased and fired upon the ship underway. the ship enforced effective anti piracy preventive measures and evaded the hijack. later, the skiff moved away. ship sustained damages due to the firing.;0.0333333333333;65.0;9.0;Vehicle Carrier;pirates in skiff chased and fired upon the ship underway. the ship enforced effective anti piracy preventive measures and evaded the hijack. later, the skiff moved away. ship sustained damages due to the firing.;0;0;1050.8613335
2010.0;12.0;5.0;;BCD;09:58S;042:15E;Container;Panama;Steaming;Fired upon;-1;-1;;0;0;0;0;0;0;pirates in skiffs chased and fired upon the ship underway. the ship made evasive manoeuvres and enforced anti piracy measures. later, pirates aborted the attempt and moved away.;-9.96666666667;42.25;9.0;Other;pirates in skiffs chased and fired upon the ship underway. the ship made evasive manoeuvres and enforced anti piracy measures. later, pirates aborted the attempt and moved away.;0;0;227.116533169
2010.0;20.0;5.0;;BCD;00:46.2N;068:26.4E;Bulk Carrier;Panama;Steaming;Fired upon;-1;-1;;0;0;0;0;0;0;five heavily armed pirates in a skiff fired upon the ship underway. master took evasive manoeuvres and managed to evade the attack. crew and ship safe.;0.767222222222;68.4344444444;10.0;Vehicle Carrier;five heavily armed pirates in a skiff fired upon the ship underway. master took evasive manoeuvres and managed to evade the attack. crew and ship safe.;0;0;678.22072514
2010.0;21.0;5.0;;BCD;05:34N;070:58E;Tanker;Hong Kong;Steaming;Attempted;8;8;;0;0;0;0;0;0;eight pirates in a skiff chased and attempted to board the tanker underway.  master increased speed, carried out evasive manoeuvres, sounded whistle and raised alarm. after chasing about 45 minutes, pirates aborted the attempt and moved away.;5.56666666667;70.9666666667;10.0;Tanker;eight pirates in a skiff chased and attempted to board the tanker underway.  master increased speed, carried out evasive manoeuvres, sounded whistle and raised alarm. after chasing about 45 minutes, pirates aborted the attempt and moved away.;0;0;319.930100389
2010.0;25.0;5.0;;BCD;05:39S;039:29E;Product Tanker;Cyprus;Steaming;Fired upon;5;5;;0;0;0;0;0;0;two skiffs with five pirates in each, armed with guns fired upon the tanker underway with intent to hijack. master increased speed, took evasive manoeuvres, and enforced anti piracy measures resulting in the pirates aborting the attack.;-5.65;39.4833333333;10.0;Tanker;two skiffs with five pirates in each, armed with guns fired upon the tanker underway with intent to hijack. master increased speed, took evasive manoeuvres, and enforced anti piracy measures resulting in the pirates aborting the attack.;1;0;63.5741541386
2010.0;25.0;5.0;;BCD;12:50S;046:52E;Fishing Vessel;Spain;Steaming;Attempted;-1;-1;;0;0;0;0;0;0;fishing vessel noticed a skiff approaching at high speed. the vessel tried to call the skiff on vhf but received no answer. the vessel fired flares when the skiff was five nautical miles, two nautical miles and one and a half nautical miles off. the skiff did not respond and continued to approach. at a distance of seven cables four to five persons with guns were noticed in the skiff. at this time the security team onboard the fishing vessel fired automatic weapons close to the skiff which resulted in the skiff aborting and moving away.;-12.8333333333;46.8666666667;10.0;Vessel;fishing vessel noticed a skiff approaching at high speed. the vessel tried to call the skiff on vhf but received no answer. the vessel fired flares when the skiff was five nautical miles, two nautical miles and one and a half nautical miles off. the skiff did not respond and continued to approach. at a distance of seven cables four to five persons with guns were noticed in the skiff. at this time the security team onboard the fishing vessel fired automatic weapons close to the skiff which resulted in the skiff aborting and moving away.;1;0;649.531409671
2010.0;2.0;6.0;;BCD;21:29.7N;059:41.03E;Container;Malaysia;Steaming;Attempted;-1;-1;;0;0;0;0;0;0;one white hulled skiff with pirates onboard and armed with machine gun chased the ship underway. the ship increased speed and enforced anti piracy measures and escaped the attack.;21.4852777778;59.6841666667;11.0;Other;one white hulled skiff with pirates onboard and armed with machine gun chased the ship underway. the ship increased speed and enforced anti piracy measures and escaped the attack.;1;1;264.179860046
2010.0;25.0;9.0;;BCD;09:34S;040:14E;Patrol Boat;Tanzania;Steaming;Fired upon;4;4;;0;0;0;0;0;0;four pirates fired upon the patrol boat.  the patrol boat returned fire and the boats moved away.;-9.56666666667;40.2333333333;18.0;Ship;four pirates fired upon the patrol boat.  the patrol boat returned fire and the boats moved away.;0;1;77.5113079114
2010.0;26.0;9.0;;BCD;06:54S;040:27E;Research Vessel;Norway;Steaming;Fired upon;-1;-1;;0;0;0;0;0;0;armed persons in two skiffs opened fire on a research vessel.  security team onboard took anti piracy actions. the boats moved away.;-6.9;40.45;18.0;Offshore Exploitation;armed persons in two skiffs opened fire on a research vessel.  security team onboard took anti piracy actions. the boats moved away.;0;1;127.318842475
2010.0;28.0;9.0;;BCD;06:28S;039:48E;Chemical Tanker;Malta;Steaming;Fired upon;5;5;;0;0;0;0;0;1;five pirates armed with automatic weapons and rpg in a speed boat chased and fired upon the tanker underway. the tanker took anti-piracy measures, activated fire hoses and foam monitors. pirates attempted to board the tanker using an aluminium ladder with hook. master contacted dar es salaam port control for assistance. a military aircraft arrived at the location and the pirates aborted the attack. the tanker sustained bullet holes.;-6.46666666667;39.8;18.0;Tanker;five pirates armed with automatic weapons and rpg in a speed boat chased and fired upon the tanker underway. the tanker took anti-piracy measures, activated fire hoses and foam monitors. pirates attempted to board the tanker using an aluminium ladder with hook. master contacted dar es salaam port control for assistance. a military aircraft arrived at the location and the pirates aborted the attack. the tanker sustained bullet holes.;1;1;68.5636596931
2010.0;29.0;9.0;;BCD;06:47.5N;061:51.0E;Container;USA;Steaming;Attempted;5;5;;0;0;0;0;0;0;five pirates armed with ak-47 in a white coloured skiff approached the ship underway with intent to board.  master altered course, sounded security signal and crew mustered and locked all access doors. the security team onboard initiated lrad warnings, activated ssas and fired warning shots when the skiff approached at 100 meters on the port quarter of the ship. the pirates quickly retreated and aborted the attempted attack.;6.78472222222;61.85;18.0;Other;five pirates armed with ak-47 in a white coloured skiff approached the ship underway with intent to board.  master altered course, sounded security signal and crew mustered and locked all access doors. the security team onboard initiated lrad warnings, activated ssas and fired warning shots when the skiff approached at 100 meters on the port quarter of the ship. the pirates quickly retreated and aborted the attempted attack.;0;1;1322.50852835
2010.0;2.0;10.0;;BCD;03:53.0N;050:35.8E;Bulk Carrier;Panama;Steaming;Fired upon;3;3;;0;0;0;0;0;0;three pirates armed with automatic guns in a small white coloured craft approached the ship underway. they came about 400 meters from the ship and opened fire. master raised alarm, increased speed and crew activated fire hoses. action taken by the security team onboard resulted in pirates aborting the attack.;3.88333333333;50.5855555556;19.0;Vehicle Carrier;three pirates armed with automatic guns in a small white coloured craft approached the ship underway. they came about 400 meters from the ship and opened fire. master raised alarm, increased speed and crew activated fire hoses. action taken by the security team onboard resulted in pirates aborting the attack.;1;0;616.926006573
2010.0;10.0;10.0;;BCD;04:59.4N;067:06.4E;Bulk Carrier;Marshall Islands;Steaming;Fired upon;4;4;;0;0;0;0;0;1;four pirates armed with ak 47 and rpg chased and opened fire on the ship underway. the master enforced all anti piracy measures and contacted the 24 hour imb piracy reporting centre for assistance. the imb prc immediately contacted the relevant authorities requesting assistance for crew and ship and also broadcast a warning to all ships. due to effective anti piracy preventive measures onboard, the skiff aborted the attempt.  all crew safe. ship sustained damages.;4.98444444444;67.1011111111;19.0;Vehicle Carrier;four pirates armed with ak 47 and rpg chased and opened fire on the ship underway. the master enforced all anti piracy measures and contacted the 24 hour imb piracy reporting centre for assistance. the imb prc immediately contacted the relevant authorities requesting assistance for crew and ship and also broadcast a warning to all ships. due to effective anti piracy preventive measures onboard, the skiff aborted the attempt.  all crew safe. ship sustained damages.;0;0;715.554492239
2010.0;10.0;10.0;;BCD;09:54.4S;040:09.0E;Product Tanker;Panama;Steaming;Fired upon;5;5;;0;0;0;0;0;0;five pirates armed with guns chased the tanker underway and opened fire at her. the master enforced all anti piracy measures and contacted the tanzanian navy for assistance. due to effective preventive measures enforced onboard, the skiff aborted the attempt. all crew safe and the tanker was escorted by tanzanian navy boats to port mtwara, tanzania.;-9.90111111111;40.15;19.0;Tanker;five pirates armed with guns chased the tanker underway and opened fire at her. the master enforced all anti piracy measures and contacted the tanzanian navy for assistance. due to effective preventive measures enforced onboard, the skiff aborted the attempt. all crew safe and the tanker was escorted by tanzanian navy boats to port mtwara, tanzania.;1;0;40.803227541
2010.0;19.0;10.0;;BCD;02:02.0N;050:13.7E;Product Tanker;Sierra Leone;Steaming;Fired upon;6;6;;0;0;0;0;0;0;six pirates armed with guns in a skiff chased the tanker underway. master raised alarm, increased speed and took evasive manoeuvres. the pirates came at a distance of 100 metres and commenced firing at the tanker. master continued with the evasive manoeuvres and crew started firing with pyrotechnics / hand held rockets. the pirates aborted the attempted attack and moved away. no injuries to crew.;2.03333333333;50.2186111111;20.0;Tanker;six pirates armed with guns in a skiff chased the tanker underway. master raised alarm, increased speed and took evasive manoeuvres. the pirates came at a distance of 100 metres and commenced firing at the tanker. master continued with the evasive manoeuvres and crew started firing with pyrotechnics / hand held rockets. the pirates aborted the attempted attack and moved away. no injuries to crew.;1;0;541.632136815
2010.0;21.0;10.0;;BCD;09:45S;039:56E;Container;Liberia;Steaming;Fired upon;-1;-1;;0;0;0;0;0;1;eleven armed pirates in two skiffs chased and opened fire on a container ship underway. the master enforced all anti piracy measures and contacted the dar es salaam port authorities for assistance.  due to effective preventive measures, the skiff aborted the attempt. the firing of rpgs resulted in small fires in the accommodation as well as damage to accommodation area. crew reported safe.;-9.75;39.9333333333;20.0;Other;eleven armed pirates in two skiffs chased and opened fire on a container ship underway. the master enforced all anti piracy measures and contacted the dar es salaam port authorities for assistance.  due to effective preventive measures, the skiff aborted the attempt. the firing of rpgs resulted in small fires in the accommodation as well as damage to accommodation area. crew reported safe.;0;0;64.1917796828
2010.0;21.0;10.0;;BCD;04:20.4S;040:25.0E;Product Tanker;Panama;Steaming;Attempted;4;4;;0;0;0;0;0;0;taking advantage of a moonlight night four pirates in a skiff chased and came alongside the tanker underway. alert duty officer heard the sound of the boat engine and upon investigation noticed the pirates attempting to board his tanker. alarm sounded and speed increased. the skiff aborted the attack and attempted once again after 20 minutes. due to effective preventive measures, the skiff aborted the attempts. a fishing vessel suspected to be the mother ship was noticed around six nm off.;-4.33444444444;40.4166666667;20.0;Tanker;taking advantage of a moonlight night four pirates in a skiff chased and came alongside the tanker underway. alert duty officer heard the sound of the boat engine and upon investigation noticed the pirates attempting to board his tanker. alarm sounded and speed increased. the skiff aborted the attack and attempted once again after 20 minutes. due to effective preventive measures, the skiff aborted the attempts. a fishing vessel suspected to be the mother ship was noticed around six nm off.;0;0;90.1206611907
