;Unnamed: 0;Unnamed: 0.1;Annee (0);jour (0);mois (0);dist cote (nq);zone;lat (0);long(0);type(0);pavillon;statut de l'attaque(0);type d'attaque(0);Nombre P  Min;Nombre P  max;nombre embarcation;Vol a bord; Kidnapping;blessees; meurtre;Knives ;RPG;descriptif;latitude;longitude;quinzaine_week;newDescriptif;Guns;mousson;distance au port;distance_shorline;lat_area;lon_area
225;225;225;2008;20;7;;BCD;13:16.99N;050:03.47E;Bulk Carrier;Panama;Steaming;Hijacked;-1;-1;;0;0;0;0;0;0;0011 UTC Steaming Hijacked Stella Maris Bulk Carrier Panama 30046 9317157 13:16.99N 050:03.47E, SE of AL Mukalla, Gulf of Aden Pirates boarded the ship underway. The ship activated SSAS and sent voice message to the coalition forces indicating pirates on board. The hijackers sailed  the ship to Eyl. The crew and ship was released on 09.10.2008.  It is believed  that a ransom was paid for the safe release of the crew and ship.;13.2941666667;50.0630555556;14.0;0011 utc steaming hijacked stella maris bulk carrier panama 30046 9317157 13:16.99n 050:03.47e, se of al mukalla, gulf of aden pirates boarded the ship underway. the ship activated ssas and sent voice message to the coalition forces indicating pirates on board. the hijackers sailed  the ship to eyl. the crew and ship was released on 09.10.2008.  it is believed  that a ransom was paid for the safe release of the crew and ship.;0;1;558.863868718;162.033166081;24;21
226;226;226;2008;12;8;;BCD;13:38.81N;049:45.14E;General Cargo;Thailand;Steaming;Hijacked;-1;-1;;0;0;0;0;0;0;0822 UTC Steaming Hijacked Thor Star General Cargo Thailand 10572 8311364 13:38.81N дус 049:45.14E, Gulf of Aden A general cargo ship underway was attacked and hijacked by pirates. The ship sent an SSAS alert distress. The pirates sailed the ship into Somali territorial waters and anchored her near Eyl.  Pirates are demanding a ransom for the safe release of the 28 crew members and ship. The crew and ship was released on 14.10.2008.  It is believed  that a ransom was paid for the safe release of the crew and ship.;13.6558333333;49.7538888889;15.0;0822 utc steaming hijacked thor star general cargo thailand 10572 8311364 13:38.81n дус 049:45.14e, gulf of aden a general cargo ship underway was attacked and hijacked by pirates. the ship sent an ssas alert distress. the pirates sailed the ship into somali territorial waters and anchored her near eyl.  pirates are demanding a ransom for the safe release of the 28 crew members and ship. the crew and ship was released on 14.10.2008.  it is believed  that a ransom was paid for the safe release of the crew and ship.;0;1;530.628920471;110.543653513;25;20
227;227;227;2008;19;8;;BCD;12:46.24N;047:55.18E;Chemical Tanker;Malaysia;Steaming;Hijacked;-1;-1;;0;0;0;0;0;0;1413 UTC Steaming Hijacked Bunga Melati Dua Chemical Tanker Malaysia 22254 9123661  12:46.24N дус 047:55.18E, Gulf of Aden Pirates in two speed boats attacked and hijacked the tanker underway. The tanker sent distress messages which were relayed by passing ships in the vicinity to the IMB Piracy Reporting Centre.  Duty officer at the Piracy Reporting Centre contacted the coalition navy to render assistance to the crew members and the tanker. Coalition navy despatched a warship to intercept the tanker.  The tanker was carrying a cargo of palm oil. The tanker is anchored off Eyl.  The crew and ship was released on 29.09.2008.  It is believed a ransom was paid for the safe release of the crew and ship.;12.7733333333;47.9216666667;16.0;1413 utc steaming hijacked bunga melati dua chemical tanker malaysia 22254 9123661  12:46.24n дус 047:55.18e, gulf of aden pirates in two speed boats attacked and hijacked the tanker underway. the tanker sent distress messages which were relayed by passing ships in the vicinity to the imb piracy reporting centre.  duty officer at the piracy reporting centre contacted the coalition navy to render assistance to the crew members and the tanker. coalition navy despatched a warship to intercept the tanker.  the tanker was carrying a cargo of palm oil. the tanker is anchored off eyl.  the crew and ship was released on 29.09.2008.  it is believed a ransom was paid for the safe release of the crew and ship.;0;1;324.486235618;113.061177181;24;18
228;228;228;2008;21;8;;BCD;13:49.3N;050:23.9E;Bulk Carrier;Iran;Steaming;Hijacked;-1;-1;;0;1;0;0;0;0;0223 UTC Steaming Hijacked Iran Deyanat Bulk Carrier Iran 25168 8107579 13:49.3N дус 050:23.9E, Gulf of Aden Pirates armed with automatic weapons attacked and hijacked the ship underway.  The ship sent distress messages which were relayed by passing ships in the vicinity to the IMB Piracy Reporting Centre.  Duty officer at the Piracy Reporting Centre immediately contacted the coalition navy to render assistance to the crew members and the ship.  The ship was enroute to Rotterdam from China carrying steel products and minerals. Pirates have taken hostage 29 crew members.  A coalition warship is monitoring the hijacked ship.  The ship is anchored off Eyl.  The crew and ship was released on 10.10.2008.  It is believed  that a ransom was paid for the safe release of the crew and ship.;13.8175;50.3858333333;16.0;0223 utc steaming hijacked iran deyanat bulk carrier iran 25168 8107579 13:49.3n дус 050:23.9e, gulf of aden pirates armed with automatic weapons attacked and hijacked the ship underway.  the ship sent distress messages which were relayed by passing ships in the vicinity to the imb piracy reporting centre.  duty officer at the piracy reporting centre immediately contacted the coalition navy to render assistance to the crew members and the ship.  the ship was enroute to rotterdam from china carrying steel products and minerals. pirates have taken hostage 29 crew members.  a coalition warship is monitoring the hijacked ship.  the ship is anchored off eyl.  the crew and ship was released on 10.10.2008.  it is believed  that a ransom was paid for the safe release of the crew and ship.;1;1;521.568488251;115.848565917;25;21
229;229;229;2008;21;8;;BCD;14:26.42N;049:56.46E;Chemical Tanker;Panama;Steaming;Hijacked;-1;-1;;0;1;0;0;0;0;0358 UTC Steaming Hijacked Irene Chemical Tanker Panama 7373 9221669 14:26.42N дус 049:56.46E, Gulf of Aden Pirates armed with automatic weapons attacked and hijacked the tanker underway.  The owners and ships in the vicinity of the tanker contacted the IMB Piracy Reporting Centre and informed of the incident.  The IMB Piracy Reporting centre immediately contacted the coalition navy to render assistance to the tanker. The tanker was carrying a cargo of flammable chemical cargo from Fos, France to India. 19 crew members taken hostage.  Coalition warships are monitoring the hijacked tanker.  The tanker is anchored off Eyl.  The crew and ship was released on 09.10.2008.  It is believed  that a ransom was paid for the safe release of the crew and ship.;14.445;49.9461111111;16.0;0358 utc steaming hijacked irene chemical tanker panama 7373 9221669 14:26.42n дус 049:56.46e, gulf of aden pirates armed with automatic weapons attacked and hijacked the tanker underway.  the owners and ships in the vicinity of the tanker contacted the imb piracy reporting centre and informed of the incident.  the imb piracy reporting centre immediately contacted the coalition navy to render assistance to the tanker. the tanker was carrying a cargo of flammable chemical cargo from fos, france to india. 19 crew members taken hostage.  coalition warships are monitoring the hijacked tanker.  the tanker is anchored off eyl.  the crew and ship was released on 09.10.2008.  it is believed  that a ransom was paid for the safe release of the crew and ship.;1;1;516.898588288;42.1245363151;26;20
230;230;230;2008;21;8;;BCD;12:57.9N;048:56.7E;General Cargo;Antigua & Barbuda;Steaming;Hijacked;-1;-1;;0;0;0;0;0;0;0945 UTC Steaming Hijacked BBC Trinidad General Cargo Antigua & Barbuda 6296 9356414 12:57.9N дус 048:56.7E, Gulf of Aden Armed pirates boarded and hijacked the ship underway. A passing ship reported the incident and distress to the IMB Piracy Reporting Centre who had immediately contacted all relevant agencies and the coalition forces for assistance. The crew and ship was released on 11.09.2008.  It is believed a ransom was paid for the safe release of the crew and ship.;12.9525;48.9352777778;16.0;0945 utc steaming hijacked bbc trinidad general cargo antigua & barbuda 6296 9356414 12:57.9n дус 048:56.7e, gulf of aden armed pirates boarded and hijacked the ship underway. a passing ship reported the incident and distress to the imb piracy reporting centre who had immediately contacted all relevant agencies and the coalition forces for assistance. the crew and ship was released on 11.09.2008.  it is believed a ransom was paid for the safe release of the crew and ship.;0;1;434.605075273;123.910646699;24;19
231;231;231;2008;29;8;;BCD;13:12N;046:37E;Chemical Tanker;Malaysia;Steaming;Hijacked;-1;-1;;0;0;0;0;0;0;1350 UTC Steaming Hijacked Bunga Melati 5 Chemical Tanker Malaysia 22116 9172258 13:12N дус 046:37E, Gulf of Aden Armed pirates in speed boats attacked and hijacked the tanker underway. They sailed the tanker to Eyl.  The crew and ship was released on 27.09.2008.  It is believed a ransom was paid for the safe release of the crew and ship.;13.2;46.6166666667;16.0;1350 utc steaming hijacked bunga melati 5 chemical tanker malaysia 22116 9172258 13:12n дус 046:37e, gulf of aden armed pirates in speed boats attacked and hijacked the tanker underway. they sailed the tanker to eyl.  the crew and ship was released on 27.09.2008.  it is believed a ransom was paid for the safe release of the crew and ship.;0;1;187.468891302;25.9241954647;24;17
232;232;232;2008;2;9;;BCD;11:48.42N;050:32.00E;Yacht;Yemen;Steaming;Hijacked;-1;-1;;0;0;0;0;0;0;1853 UTC Steaming Hijacked Carre Dду»AS IV  Yacht French - - 11:48.42N дус 050:32.00E, Gulf of AdenA yacht enroute from Cocos (Keeling) Islands to Aden, Yemen has been attacked and hijacked by pirates. The hijackers sailed the yacht to a unknown location in Somalia where it was anchored.  French troops rescued the only two crew members onboard on 15.09.2008 and towed away the yacht.;11.8116666667;50.5333333333;17.0;1853 utc steaming hijacked carre dду»as iv  yacht french - - 11:48.42n дус 050:32.00e, gulf of adena yacht enroute from cocos (keeling) islands to aden, yemen has been attacked and hijacked by pirates. the hijackers sailed the yacht to a unknown location in somalia where it was anchored.  french troops rescued the only two crew members onboard on 15.09.2008 and towed away the yacht.;0;1;619.182684553;0.304621813109;23;21
233;233;233;2008;3;9;;BCD;14:27N;049:40E;General Cargo;Panama;Steaming;Hijacked;-1;-1;;0;0;0;0;0;1;0930 LT Steaming Hijacked Al Mansourah General Cargo Panama 9751 7707683 14:27N дус 049:40E, Off Al Mukalla, Yemeni Coast, Gulf of Aden 12 pirates armed with automatic guns and RPG in a small high speed craft attacked, boarded and hijacked the ship along with her 25 crewmembers. The crew and ship was released on 27.09.2008.  It is believed a ransom was paid for the safe release of the crew and ship.;14.45;49.6666666667;17.0;0930 lt steaming hijacked al mansourah general cargo panama 9751 7707683 14:27n дус 049:40e, off al mukalla, yemeni coast, gulf of aden 12 pirates armed with automatic guns and rpg in a small high speed craft attacked, boarded and hijacked the ship along with her 25 crewmembers. the crew and ship was released on 27.09.2008.  it is believed a ransom was paid for the safe release of the crew and ship.;1;1;542.128827695;32.5417076842;26;20
234;234;234;2008;10;9;;BCD;13:09.06N;047:57.00E;Bulk Carrier;Korea;Steaming;Hijacked;-1;-1;;0;1;0;0;0;0;0657 UTC Steaming Hijacked Bright Ruby Bulk Carrier Korea 15872 8604474 13:09.06N дус 047:57.00E, Gulf of Aden Pirates boarded and hijacked the ship underway. There are 21 crew members onboard who are being taken hostage.  The ship is anchored off Eyl.  The crew and ship was released on 16.10.2008.  It is believed that a ransom was paid for the safe release of the crew and ship.;13.1516666667;47.95;17.0;0657 utc steaming hijacked bright ruby bulk carrier korea 15872 8604474 13:09.06n дус 047:57.00e, gulf of aden pirates boarded and hijacked the ship underway. there are 21 crew members onboard who are being taken hostage.  the ship is anchored off eyl.  the crew and ship was released on 16.10.2008.  it is believed that a ransom was paid for the safe release of the crew and ship.;0;1;329.37234789;80.8553289675;24;18
235;235;235;2008;15;9;;BCD;13:34.54N;049:00.58E;Chemical Tanker;Hong Kong;Steaming;Hijacked;-1;-1;;0;1;0;0;0;0;1043 UTC Steaming Hijacked Stolt Valor Chemical Tanker Hong Kong 15732 9274290 13:34.54N дус 049:00.58E, Gulf of Aden About 15 armed pirates boarded and hijacked the tanker underway. The tanker enroute to Mumbai, India, was carrying chemical products. 22 crewmembers have been taken hostage.  The tanker is anchored of Eyl.  The crew and ship was released on 16.10.2008.  It is believed that a ransom was paid for the safe release of the crew and ship.;13.5816666667;49.0161111111;18.0;1043 utc steaming hijacked stolt valor chemical tanker hong kong 15732 9274290 13:34.54n дус 049:00.58e, gulf of aden about 15 armed pirates boarded and hijacked the tanker underway. the tanker enroute to mumbai, india, was carrying chemical products. 22 crewmembers have been taken hostage.  the tanker is anchored of eyl.  the crew and ship was released on 16.10.2008.  it is believed that a ransom was paid for the safe release of the crew and ship.;0;1;450.574550983;62.5107710435;25;19
236;236;236;2008;18;9;;BCD;14:13.00N;049:59.00E;Bulk Carrier;Hong Kong;Steaming;Hijacked;8;8;;0;1;0;0;0;0;0618 UTC Steaming Hijacked Great Creation Bulk Carrier Hong Kong 18179 9175456 14:13.00N дус 049:59.00E, Gulf of Aden About eight pirates armed with guns boarded the ship drifting due to engine problems. Pirates took hostage 25 crewmembers and sailed the vessel to Somali coast where is it anchored.  The crew and ship was released on 19.11.2008.  It is believed that a ransom was paid for the safe release of the crew and ship.;14.2166666667;49.9833333333;18.0;0618 utc steaming hijacked great creation bulk carrier hong kong 18179 9175456 14:13.00n дус 049:59.00e, gulf of aden about eight pirates armed with guns boarded the ship drifting due to engine problems. pirates took hostage 25 crewmembers and sailed the vessel to somali coast where is it anchored.  the crew and ship was released on 19.11.2008.  it is believed that a ransom was paid for the safe release of the crew and ship.;1;1;527.791031885;66.9119132477;25;20
237;237;237;2008;26;9;;BCD;13:32.23N;048:36.36E;Chemical Tanker;Liberia;Steaming;Hijacked;-1;-1;;0;1;0;0;0;0;0828 UTC Steaming Hijacked Genius Chemical Tanker Liberia 6765 9008811 13:32.23N дус 048:36.36E, Gulf of Aden Armed pirates fired at the tanker underway. The tanker sent mayday messages via vhf channel.  The pirates boarded and hijacked the tanker.  The 19 crew members are taken hostage.  The crew and ship was released on 19.11.2008.  It is believed  that a ransom was paid for the safe release of the crew and ship.;13.5397222222;48.61;18.0;0828 utc steaming hijacked genius chemical tanker liberia 6765 9008811 13:32.23n дус 048:36.36e, gulf of aden armed pirates fired at the tanker underway. the tanker sent mayday messages via vhf channel.  the pirates boarded and hijacked the tanker.  the 19 crew members are taken hostage.  the crew and ship was released on 19.11.2008.  it is believed  that a ransom was paid for the safe release of the crew and ship.;0;1;406.517261817;53.0282377826;25;19
238;238;238;2008;9;10;;BCD;14:04.52N;050:52.24E;General Cargo;Panama;Steaming;Hijacked;-1;-1;;0;1;0;0;0;0;1700 UTC Steaming Hijacked Wael H General Cargo Panama 1975 7425273 14:04.52N дус 050:52.24E, Gulf of Aden Armed pirates in speedboats boarded and hijacked the ship underway. They hijacked the ship and sailed it to an undisclosed location in Somalia. 11 crew members taken hostage. The ship was enroute from Salalah to Bossaso, Somalia when it was hijacked.  Owners advised that the Puntland soldiers rescued the crew and vessel on 14.10.2008. The crew and vessel are safe and proceeding to discharge the cargo.;14.0811111111;50.8733333333;19.0;1700 utc steaming hijacked wael h general cargo panama 1975 7425273 14:04.52n дус 050:52.24e, gulf of aden armed pirates in speedboats boarded and hijacked the ship underway. they hijacked the ship and sailed it to an undisclosed location in somalia. 11 crew members taken hostage. the ship was enroute from salalah to bossaso, somalia when it was hijacked.  owners advised that the puntland soldiers rescued the crew and vessel on 14.10.2008. the crew and vessel are safe and proceeding to discharge the cargo.;0;0;463.118727754;109.751781147;25;21
239;239;239;2008;10;10;;BCD;13:06.16N;047:13.43E;Chemical Tanker;Panama;Steaming;Hijacked;-1;-1;;0;1;0;1;0;0;1330 UTC Steaming Hijacked Action Chemical Tanker Panama 5280 8210261 13:06.16N дус 047:13.43E, Gulf of Aden Pirates attacked and hijacked the tanker underway. They sailed the tanker and crew members as hostage.  The crew and ship was released on 12.12.2008.  It is believed a ransom was paid for the safe release of the crew and ship. Owners reported that one crew member died due to unknown causes during the captivity.;13.1044444444;47.2286111111;19.0;1330 utc steaming hijacked action chemical tanker panama 5280 8210261 13:06.16n дус 047:13.43e, gulf of aden pirates attacked and hijacked the tanker underway. they sailed the tanker and crew members as hostage.  the crew and ship was released on 12.12.2008.  it is believed a ransom was paid for the safe release of the crew and ship. owners reported that one crew member died due to unknown causes during the captivity.;0;0;251.067512749;54.2337320386;24;17
240;240;240;2008;14;10;;BCD;12:59.42N;048:29.72E;Dhow;India;Steaming;Hijacked;-1;-1;;0;1;0;0;0;0;1400 LT Steaming Hijacked Shri Shiv Shamboo Dhow India 383 - 12:59.42N дус 048:29.72E, Gulf of Aden  Nine armed pirates in two speedboats attacked and hijacked the dhow underway enroute from India to Berberra, Somalia.  Pirates sailed the dhow to an undisclosed location in Somalia.  There are 13 crew onboard held hostage. The crew and vessel was released on 23.10.2008. It is not known if a ransom was paid.;12.995;48.5033333333;19.0;1400 lt steaming hijacked shri shiv shamboo dhow india 383 - 12:59.42n дус 048:29.72e, gulf of aden  nine armed pirates in two speedboats attacked and hijacked the dhow underway enroute from india to berberra, somalia.  pirates sailed the dhow to an undisclosed location in somalia.  there are 13 crew onboard held hostage. the crew and vessel was released on 23.10.2008. it is not known if a ransom was paid.;0;0;387.934764875;110.955347498;24;19
241;241;241;2008;15;10;;BCD;13:33.92N;050:10.70E;Bulk Carrier;Panama;Steaming;Hijacked;-1;-1;;0;0;0;0;0;0;0409 UTC Steaming Hijacked African Sanderling Bulk Carrier Panama 32379 9403059 13:33.92N дус 050:10.70E, Gulf of Aden Armed pirates in speedboats boarded and hijacked the ship underway along with its 21 crew. The pirates sailed  the ship to Eyl where it is anchored.;13.5755555556;50.1861111111;20.0;0409 utc steaming hijacked african sanderling bulk carrier panama 32379 9403059 13:33.92n дус 050:10.70e, gulf of aden armed pirates in speedboats boarded and hijacked the ship underway along with its 21 crew. the pirates sailed  the ship to eyl where it is anchored.;0;0;555.573872807;138.805828309;25;21
242;242;242;2008;29;10;;BCD;13:00.15N;046:40.73E;Bulk Carrier;Marshall Islands;Steaming;Hijacked;-1;-1;;0;1;0;0;0;0;1030 UTC Steaming Hijacked Yasa Neslihan Bulk Carrier Marshall Islands 42895 9286566 13:00.15N дус 046:40.73E, Gulf of Aden Pirates armed with automatic weapons in two speed boats fired upon the ship underway.  The pirates successfully boarded and hijacked the ship. They have taken 20 crew members as hostages and sailed the ship to Eyl where it is anchored.  The ship was carrying a cargo of iron ore pallets from Pointe Noire, Canada to Rizhao, China when it was hijacked. Negotiations in progress.;13.0041666667;46.6869444444;20.0;1030 utc steaming hijacked yasa neslihan bulk carrier marshall islands 42895 9286566 13:00.15n дус 046:40.73e, gulf of aden pirates armed with automatic weapons in two speed boats fired upon the ship underway.  the pirates successfully boarded and hijacked the ship. they have taken 20 crew members as hostages and sailed the ship to eyl where it is anchored.  the ship was carrying a cargo of iron ore pallets from pointe noire, canada to rizhao, china when it was hijacked. negotiations in progress.;1;0;191.434742211;46.657948192;24;17
243;243;243;2008;7;11;;BCD;12:46N;045:56E;General Cargo;Bahamas;Steaming;Hijacked;-1;-1;;0;0;0;0;0;0;1241 UTC Steaming Hijacked CEC Future General Cargo Bahamas 4980 9076351 12:46N дус 045:56E, Gulf of Aden Somali pirates hijacked the ship underway. There was no radio communication or any alarm received from the ship.  There are 13 crewmembers onboard. The vessel is anchored off Eyl. Negotiations in progress.;12.7666666667;45.9333333333;21.0;1241 utc steaming hijacked cec future general cargo bahamas 4980 9076351 12:46n дус 045:56e, gulf of aden somali pirates hijacked the ship underway. there was no radio communication or any alarm received from the ship.  there are 13 crewmembers onboard. the vessel is anchored off eyl. negotiations in progress.;0;0;108.715271573;65.6760583465;24;16
244;244;244;2008;10;11;;BCD;13:27.6N;048:26.8E;Chemical Tanker;Philippines;Steaming;Hijacked;-1;-1;;0;1;0;0;0;1;1400 UTC Steaming Hijacked Stolt Strength Chemical Tanker Philippines 20059 9311024 13:27.6N дус 048:26.8E, Gulf of Aden Pirates armed with RPG and guns boarded the tanker underway and hijacked it. They are holding 23 crewmembers as hostage onboard. The tanker is anchored off Somali coast.  Negotiations in progress.;13.4516666667;48.4355555556;21.0;1400 utc steaming hijacked stolt strength chemical tanker philippines 20059 9311024 13:27.6n дус 048:26.8e, gulf of aden pirates armed with rpg and guns boarded the tanker underway and hijacked it. they are holding 23 crewmembers as hostage onboard. the tanker is anchored off somali coast.  negotiations in progress.;1;0;386.170986096;60.3440406531;25;19
245;245;245;2008;12;11;;BCD;13:07N;046:48E;Chemical Tanker;Turkey;Steaming;Hijacked;-1;-1;;0;1;0;0;0;0;1414 UTC Steaming Hijacked Karagol Chemical Tanker Turkey 3974 9369928 13:07N дус 046:48E, Gulf of Aden Armed pirates attacked and hijacked the tanker underway. 14 crew taken hostage. The vessel is anchored off Eyl.  Negotiations in progress.;13.1166666667;46.8;21.0;1414 utc steaming hijacked karagol chemical tanker turkey 3974 9369928 13:07n дус 046:48e, gulf of aden armed pirates attacked and hijacked the tanker underway. 14 crew taken hostage. the vessel is anchored off eyl.  negotiations in progress.;0;0;205.232505479;36.1468706783;24;17
246;246;246;2008;15;11;;BCD;12:51N;046:43E;Chemical Tanker;Panama;Steaming;Hijacked;-1;-1;;0;0;0;0;0;0;0915 UTC Steaming Hijacked Chemstar Venus Chemical Tanker Panama 11951 9185841 12:51N дус 046:43E, Gulf of Aden Armed pirates attacked and hijacked the tanker underway. They sailed the tanker to an undisclosed location in Somalia.  Negotiations in progress.;12.85;46.7166666667;22.0;0915 utc steaming hijacked chemstar venus chemical tanker panama 11951 9185841 12:51n дус 046:43e, gulf of aden armed pirates attacked and hijacked the tanker underway. they sailed the tanker to an undisclosed location in somalia.  negotiations in progress.;0;0;193.627495658;63.8291721032;24;17
247;247;247;2008;18;11;;BCD;14:23N;051:05E;Bulk Carrier;Hong Kong;Steaming;Hijacked;-1;-1;;0;1;0;0;0;0;0600 UTC Steaming Hijacked Delight Bulk Carrier Hong Kong 25768 8320133 14:23N дус 051:05E, Gulf of Aden Pirate boarded and hijacked the ship underway.  25 crew members have been taken hostage. A coalition aircraft flew over the ship and sighted five armed pirates onboard with a skiff tied alongside. The pirates sailed the vessel into Somali waters and anchored 90 NM South off Eyl. Negotiations in progress.;14.3833333333;51.0833333333;22.0;0600 utc steaming hijacked delight bulk carrier hong kong 25768 8320133 14:23n дус 051:05e, gulf of aden pirate boarded and hijacked the ship underway.  25 crew members have been taken hostage. a coalition aircraft flew over the ship and sighted five armed pirates onboard with a skiff tied alongside. the pirates sailed the vessel into somali waters and anchored 90 nm south off eyl. negotiations in progress.;0;0;423.724395847;83.1274626404;26;22
248;248;248;2008;18;11;;BCD;14:17.15N;050:15.70E;Fishing Vessel;Kiribati;Steaming;Hijacked;-1;-1;;0;1;1;1;0;0;0930 LT Steaming Hijacked Ekawatnava 5 Fishing Vessel Kiribati 566 9094846 14:17.15N дус 050:15.70E, 30 NM East of Ash Shir, Gulf of Aden Pirates in three speedboats boarded the fishing vessel underway. They took hostage 16 crew members and hijacked it into Somali waters.  When a warship approached the vessel, armed pirates opened fire at the vessel. In the ensuing exchange of fire, the fishing vessel sunk.  Two crew members were rescued by a Yemeni fishing boat.  One of them succumbed to injuries, died later.  14 other crew members are missing.  A search by coalition warships and Yemeni authorities is continuing for the survivors.;14.2875;50.2694444444;22.0;0930 lt steaming hijacked ekawatnava 5 fishing vessel kiribati 566 9094846 14:17.15n дус 050:15.70e, 30 nm east of ash shir, gulf of aden pirates in three speedboats boarded the fishing vessel underway. they took hostage 16 crew members and hijacked it into somali waters.  when a warship approached the vessel, armed pirates opened fire at the vessel. in the ensuing exchange of fire, the fishing vessel sunk.  two crew members were rescued by a yemeni fishing boat.  one of them succumbed to injuries, died later.  14 other crew members are missing.  a search by coalition warships and yemeni authorities is continuing for the survivors.;0;0;498.227255811;62.4374502536;26;21
249;249;249;2008;28;11;;BCD;13:54N;049:09E;Chemical Tanker;Liberia;Steaming;Hijacked;-1;-1;;0;1;0;0;0;0;0447 UTC Steaming Hijacked Biscaglia Chemical Tanker Liberia 16282 8406339 13:54N дус 049:09E, Gulf of Aden Armed pirates attacked the tanker underway. The tanker broadcast a distress message. Two coalition helicopters arrived at the location but the pirates had already boarded and hijacked the tanker. They took the 28 crew as hostage and sailed the vessel to Eyl where it is anchored. Negotiations in progress.;13.9;49.15;22.0;0447 utc steaming hijacked biscaglia chemical tanker liberia 16282 8406339 13:54n дус 049:09e, gulf of aden armed pirates attacked the tanker underway. the tanker broadcast a distress message. two coalition helicopters arrived at the location but the pirates had already boarded and hijacked the tanker. they took the 28 crew as hostage and sailed the vessel to eyl where it is anchored. negotiations in progress.;0;0;472.228152052;45.5480920135;25;20
250;250;250;2008;16;12;;BCD;13:20.82N;047:57.63E;General Cargo;Antigua & Barbuda;Steaming;Hijacked;-1;-1;;0;1;0;0;0;1;0904 UTC Steaming Hijacked Bosphorus Prodigy General Cargo Antigua & Barbuda 3062 8415158 13:20.82N дус 047:57.63E, Gulf of Aden Pirates in two speedboats armed with automatic weapons and RPG attacked and opened fire on the ship underway. Master transmitted mayday messages and took evasive manoeuvres. Pirates managed to board and hijack the ship. Eleven crewmembers have been taken hostage.  Negotiations in progress.;13.3561111111;47.9675;24.0;0904 utc steaming hijacked bosphorus prodigy general cargo antigua & barbuda 3062 8415158 13:20.82n дус 047:57.63e, gulf of aden pirates in two speedboats armed with automatic weapons and rpg attacked and opened fire on the ship underway. master transmitted mayday messages and took evasive manoeuvres. pirates managed to board and hijack the ship. eleven crewmembers have been taken hostage.  negotiations in progress.;1;0;334.411539673;65.0729089967;25;18
251;251;251;2008;16;12;;BCD;13:54N;049:39E;Tug;Malaysia;Steaming;Hijacked;-1;-1;;0;0;0;0;0;0;0715 LT Steaming Hijacked Masindra 7 Tug Malaysia 262 7419688  AMD 1 Barge Malaysia 1822 - 13:54N дус 049:39E, Gulf of Aden Pirates boarded and hijacked the tug towing an un laden barge enroute to Port Klang, Malaysia.  The vessel is anchored at Bosasso, Somalia.  Negotiations in progress.;13.9;49.65;24.0;0715 lt steaming hijacked masindra 7 tug malaysia 262 7419688  amd 1 barge malaysia 1822 - 13:54n дус 049:39e, gulf of aden pirates boarded and hijacked the tug towing an un laden barge enroute to port klang, malaysia.  the vessel is anchored at bosasso, somalia.  negotiations in progress.;0;0;524.795136936;84.9970552103;25;20
252;252;252;2008;16;12;;BCD;13:54N;049:39E;Barge;Malaysia;Steaming;Hijacked;-1;-1;;0;0;0;0;0;0;0715 LT Steaming Hijacked Masindra 7 Tug Malaysia 262 7419688  AMD 1 Barge Malaysia 1822 - 13:54N дус 049:39E, Gulf of Aden Pirates boarded and hijacked the tug towing an un laden barge enroute to Port Klang, Malaysia.  The vessel is anchored at Bosasso, Somalia.  Negotiations in progress.;13.9;49.65;24.0;0715 lt steaming hijacked masindra 7 tug malaysia 262 7419688  amd 1 barge malaysia 1822 - 13:54n дус 049:39e, gulf of aden pirates boarded and hijacked the tug towing an un laden barge enroute to port klang, malaysia.  the vessel is anchored at bosasso, somalia.  negotiations in progress.;0;0;524.795136936;84.9970552103;25;20
253;253;253;2008;17;12;;BCD;14:28N;051:36E;Heavy Load Carrier;St. Vincent and Grenadines;Steaming;Boarded;9;9;;0;0;0;0;0;0;0419 UTC Steaming Boarded Zhen Hua 4 Heavy Load Carrier St. Vincent and Grenadines 26650 7354292 14:28N дус 051:36E, Gulf of Aden Nine pirates in two speed boats chased and successfully boarded the ship. The pirates were on the main deck and could not enter the accommodation. Ship sent a distress message to the IMB Piracy Reporting Centre which was immediately relayed to coalition naval forces to render assistance. A Malaysian warship was sent to assist and a Malaysian helicopter arrived on scene and opened fire on the pirates. Coalition naval forces informed that the warship was on its way to assist the ship. The pirates disembarked from the ship into a speed boat.  Crew and ship are safe and proceeding to destination port.     AFRICA (EXCLUDING SOMALIA)  Ref Date Time Status Type Name of Ship Type/Flag/Grt/ IMO Number Position Narration;14.4666666667;51.6;24.0;0419 utc steaming boarded zhen hua 4 heavy load carrier st. vincent and grenadines 26650 7354292 14:28n дус 051:36e, gulf of aden nine pirates in two speed boats chased and successfully boarded the ship. the pirates were on the main deck and could not enter the accommodation. ship sent a distress message to the imb piracy reporting centre which was immediately relayed to coalition naval forces to render assistance. a malaysian warship was sent to assist and a malaysian helicopter arrived on scene and opened fire on the pirates. coalition naval forces informed that the warship was on its way to assist the ship. the pirates disembarked from the ship into a speed boat.  crew and ship are safe and proceeding to destination port.     africa (excluding somalia)  ref date time status type name of ship type/flag/grt/ imo number position narration;0;0;377.623737159;88.570020207;26;22
