Annee (0);jour (0);mois (0);dist cote (nq);zone;lat (0);long(0);type(0);pavillon;statut de l'attaque(0);type d'attaque(0);Nombre P  Min;Nombre P  max;nombre embarcation;Vol a bord; Kidnapping;blessees; meurtre;Knives ;RPG;descriptif;latitude;longitude;quinzaine_week;newDescriptif;Guns;mousson;distance au port;distance_shorline;lat_area;lon_area;large_area;distance a la base de pirate
2008;24;5;;BCD;13:58N;050:42E;Product Tanker;Singapore;Steaming;Fired upon;-1;-1;;0;0;0;0;0;1;1420 LT Steaming Fired upon Taiyoh II Product Tanker Singapore 39268 9006746 13:58N _„_ 050:42E, Gulf of Aden Two boats with four armed pirates in each boat closed onto a tanker underway. The pirates opened fire with automatic guns and RPG.  One RPG hit and damaged the port bridge wing. Evasive manoeuvres prevented the pirates from boarding. No injuries to crew and no pollution. After breaking off, the two boats were reported to be drifting in the same vicinity.;13.9666666667;50.7;10.0;1420 lt steaming fired upon taiyoh ii product tanker singapore 39268 9006746 13:58n _„_ 050:42e, gulf of aden two boats with four armed pirates in each boat closed onto a tanker underway. the pirates opened fire with automatic guns and rpg.  one rpg hit and damaged the port bridge wing. evasive manoeuvres prevented the pirates from boarding. no injuries to crew and no pollution. after breaking off, the two boats were reported to be drifting in the same vicinity.;1;0;485.418231382;112.309694117;6.0;19.0;G;245.228748119
2008;25;5;;BCD;13:25.2N;047:57.8E;Bulk Carrier;Marshall Islands;Steaming;Attempted;-1;-1;;0;0;0;0;0;0;0610 LT Steaming Attempted Furtrans Bulk Bulk Carrier Marshall Islands 25312 9188908 13:25.2N _„_ 047:57.8E Gulf of Aden Three boats closed onto the ship underway.  There were four armed persons in each boat. The boats followed the ship at a distance of one cable and the armed men were heard shouting in a foreign language. Master raised alarm, all crew mustered and anti piracy measures enforced. After following the ship for 25 minutes, the boats aborted the attempt and moved away.;13.4172222222;47.9522222222;10.0;0610 lt steaming attempted furtrans bulk bulk carrier marshall islands 25312 9188908 13:25.2n _„_ 047:57.8e gulf of aden three boats closed onto the ship underway.  there were four armed persons in each boat. the boats followed the ship at a distance of one cable and the armed men were heard shouting in a foreign language. master raised alarm, all crew mustered and anti piracy measures enforced. after following the ship for 25 minutes, the boats aborted the attempt and moved away.;0;0;334.020267631;58.8308851881;5.0;14.0;G;270.497351316
2008;3;6;;BCD;12:43.8N;049:51.5E;Container;Taiwan;Steaming;Fired upon;2;2;;0;0;0;0;0;0;0705 UTC Steaming Fired upon YM Ocean Container Taiwan 29872 7810923 12:43.8N _„_ 049:51.5E, Gulf of Aden Two pirate boats opened fire on the ship underway. Two coalition warships in the vicinity, came to assist the ship. The pirates aborted the attack. All crew safe.;12.7188888889;49.8513888889;11.0;0705 utc steaming fired upon ym ocean container taiwan 29872 7810923 12:43.8n _„_ 049:51.5e, gulf of aden two pirate boats opened fire on the ship underway. two coalition warships in the vicinity, came to assist the ship. the pirates aborted the attack. all crew safe.;0;1;534.127215852;119.695893149;4.0;17.0;G;175.439162738
2008;21;6;;BCD;13:08.7N;048:03.7E;Refrigerated Cargo;Antigua & Barbuda;Steaming;Attempted;-1;-1;;0;0;0;0;0;0;0610 LT Steaming Attempted Hudson Bay Refrigerated Cargo Antigua & Barbuda 8052 8202654 13:08.7N _„_ 048:03.7E, Gulf of Aden Two wooden speed boats approached the ship. One boat crossed the ship_„Žs bow whilst the other remained on the portside.  Not suspecting any pirate activity the master sailed between the two boats, which then closed in on the ship. One of the crafts was preparing ladder with hook in order to board. Ship raised the alarm and evasive manoeuvres adopted.  The two speed boats aborted their attack and moved away. The ship continued on her passage.;13.1352777778;48.0519444444;12.0;0610 lt steaming attempted hudson bay refrigerated cargo antigua & barbuda 8052 8202654 13:08.7n _„_ 048:03.7e, gulf of aden two wooden speed boats approached the ship. one boat crossed the ship_„Žs bow whilst the other remained on the portside.  not suspecting any pirate activity the master sailed between the two boats, which then closed in on the ship. one of the crafts was preparing ladder with hook in order to board. ship raised the alarm and evasive manoeuvres adopted.  the two speed boats aborted their attack and moved away. the ship continued on her passage.;0;1;340.182714147;89.6044603654;4.0;14.0;G;238.084406831
2008;6;7;;BCD;12:34.3N;043:25.6E;Bulk Carrier;Liberia;Steaming;Attempted;-1;-1;;0;0;0;0;0;0;0945 LT Steaming Attempted  Shamrock Bulk Carrier Liberia 30046 9324667 12:34.3N _„_ 043:25.6E, Off Mayyun Island, Gulf of Aden Blue coloured wooden boats, with 10 _„_ 15 people attempted to close onto the ship underway.  Alarm raised. Crew implemented anti piracy measures.  After 10 minutes of trying to get closer to the ship, the boats aborted the attempt and moved away.;12.5675;43.4183333333;13.0;0945 lt steaming attempted  shamrock bulk carrier liberia 30046 9324667 12:34.3n _„_ 043:25.6e, off mayyun island, gulf of aden blue coloured wooden boats, with 10 _„_ 15 people attempted to close onto the ship underway.  alarm raised. crew implemented anti piracy measures.  after 10 minutes of trying to get closer to the ship, the boats aborted the attempt and moved away.;0;1;111.953164224;12.9446348416;4.0;6.0;G;642.066451093
2008;15;7;;BCD;13:31.0N;049:11.6E;Chemical Tanker;Panama;Steaming;Fired upon;-1;-1;;0;0;0;0;0;0;1030 UTC Steaming Fired upon Chemstar Moon Chemical Tanker Panama 11590 9255983    13:31.0N _„_ 049:11.6E, 44 NM Off Yemen, Gulf of Aden D/O onboard the tanker underway noticed about 10 - 12 pirates in two blue and white coloured speedboats at a distance of 2.5 NM. The speedboats suddenly approached the tanker and fired at her. D/O raised the alarm, sounded ship_„Žs whistle and crew mustered. Pirates noticed crew alertness and reduced their speed and aborted the attempted boarding.;13.5166666667;49.185;14.0;1030 utc steaming fired upon chemstar moon chemical tanker panama 11590 9255983    13:31.0n _„_ 049:11.6e, 44 nm off yemen, gulf of aden d/o onboard the tanker underway noticed about 10 - 12 pirates in two blue and white coloured speedboats at a distance of 2.5 nm. the speedboats suddenly approached the tanker and fired at her. d/o raised the alarm, sounded ship_„Žs whistle and crew mustered. pirates noticed crew alertness and reduced their speed and aborted the attempted boarding.;0;1;467.382981568;79.2424433908;5.0;16.0;G;247.071935969
2008;18;7;;BCD;12:47.5N;051:02.0E;Container;Panama;Steaming;Attempted;-1;-1;;0;0;0;0;0;0;0720 UTC Steaming Attempted MSC Rania Container Panama 94489 9309447 12:47.5N _„_ 051:02.0E, Gulf of Aden Heavily armed pirates, in two, six-meter long yellow craft, attempted to board the ship underway from the aft. Master took evasive manoeuvres, raised alarm and crew mustered with pressurised fire hoses. Upon seeing crew alertness, pirates aborted the attempt.;12.7847222222;51.0333333333;14.0;0720 utc steaming attempted msc rania container panama 94489 9309447 12:47.5n _„_ 051:02.0e, gulf of aden heavily armed pirates, in two, six-meter long yellow craft, attempted to board the ship underway from the aft. master took evasive manoeuvres, raised alarm and crew mustered with pressurised fire hoses. upon seeing crew alertness, pirates aborted the attempt.;0;1;561.631563309;92.1049214774;4.0;19.0;G;109.653731272
2008;8;8;;BCD;13:12N;049:56E;Bulk Carrier;Singapore;Steaming;Fired upon;7;7;;0;0;0;0;0;1;0345 UTC Steaming Fired upon Gem of Kilakarai Bulk Carrier Singapore 32474 9287962  13:12N _„_ 049:56E, Gulf of Aden Seven pirates, in two speedboats, armed with guns and rocket propelled grenade launchers chased and fired on the ship underway.  The master contacted the IMB Piracy Reporting Centre for assistance.  Duty officer at the Piracy Reporting Centre advised master to enforce anti piracy measures to prevent boarding of ship and informed him that the coalition navy and other relevant authorities would be contacted to render assistance to the ship.  The coalition navy dispatched one warship to assist the ship.  The constant manoeuvring of the ship prevented the boarding of the pirates. On seeing the coalition warship, the pirate boats aborted their attempt and moved away.  Ship resumed voyage.  All crew safe. No damage to ship.  An unexploded grenade was found on the bridge wing. Master and crew were advised not to go near the grenade. The coalition navy sent their teams who disposed the grenade.;13.2;49.9333333333;15.0;0345 utc steaming fired upon gem of kilakarai bulk carrier singapore 32474 9287962  13:12n _„_ 049:56e, gulf of aden seven pirates, in two speedboats, armed with guns and rocket propelled grenade launchers chased and fired on the ship underway.  the master contacted the imb piracy reporting centre for assistance.  duty officer at the piracy reporting centre advised master to enforce anti piracy measures to prevent boarding of ship and informed him that the coalition navy and other relevant authorities would be contacted to render assistance to the ship.  the coalition navy dispatched one warship to assist the ship.  the constant manoeuvring of the ship prevented the boarding of the pirates. on seeing the coalition warship, the pirate boats aborted their attempt and moved away.  ship resumed voyage.  all crew safe. no damage to ship.  an unexploded grenade was found on the bridge wing. master and crew were advised not to go near the grenade. the coalition navy sent their teams who disposed the grenade.;1;1;544.051150152;158.52902848;5.0;17.0;G;209.522469898
2008;23;8;;BCD;14:16N;050:19.40E;General Cargo;Panama;Steaming;Fired upon;-1;-1;;0;0;0;0;0;0;0908 UTC Steaming Fired upon Aizu General Cargo Panama 14103 8214607 14:16N _„_ 050:19.40E, Gulf of Aden Pirates, in two speedboats chased and fired upon the ship underway. Master raised alarm, increased speed, took evasive manoeuvres, activated anti-piracy measures and fired rocket flares. At 1020 UTC, when the IMB Piracy Reporting Centre contacted the master of the ship again he indicated that the pirates stopped firing and stopped chasing the ship. The master informed that the mother ship was about three NM away.;14.2666666667;50.3277777778;16.0;0908 utc steaming fired upon aizu general cargo panama 14103 8214607 14:16n _„_ 050:19.40e, gulf of aden pirates, in two speedboats chased and fired upon the ship underway. master raised alarm, increased speed, took evasive manoeuvres, activated anti-piracy measures and fired rocket flares. at 1020 utc, when the imb piracy reporting centre contacted the master of the ship again he indicated that the pirates stopped firing and stopped chasing the ship. the master informed that the mother ship was about three nm away.;0;1;494.593215409;65.9719516028;6.0;18.0;G;288.912082053
2008;23;8;;BCD;14:11.3N;050:20.3E;Bulk Carrier;Liberia;Steaming;Fired upon;-1;-1;;0;0;0;0;0;0;1220 UTC Steaming Fired upon St. Anna Bulk Carrier Liberia 31661 8623884 14:11.3N _„_ 050:20.3E, Gulf of Aden Pirates chased and fired upon the ship underway. Master contacted the IMB Piracy Reporting Centre for help. The centre informed the coalition and other agencies for immediate assistance. Military aircraft arrived and the pirates stopped the chase.;14.1841666667;50.3341666667;16.0;1220 utc steaming fired upon st. anna bulk carrier liberia 31661 8623884 14:11.3n _„_ 050:20.3e, gulf of aden pirates chased and fired upon the ship underway. master contacted the imb piracy reporting centre for help. the centre informed the coalition and other agencies for immediate assistance. military aircraft arrived and the pirates stopped the chase.;0;1;499.64488974;75.006329778;6.0;18.0;G;280.126027331
2008;3;9;;BCD;13:36.9N;049:12.2E;Bulk Carrier;Italy;Steaming;Fired upon;-1;-1;;0;0;0;0;0;0;1436 UTC Steaming Fired upon Orsolina Bottiglieri Bulk Carrier Italy 39713 9219434  13:36.9N _„_ 049:12.2E,  39 NM Off Yemeni Coast,  Gulf of Aden Two speedboats with five persons in each boat attempted to board the ship underway.  Master increased speed, took evasive manoeuvres and crew mustered. The pirates fired upon the ship and the master contacted the coalition warship. The boats aborted the attempt at 1450 UTC and moved away. A coalition warship arrived at location and escorted the ship.;13.6025;49.2005555556;17.0;1436 utc steaming fired upon orsolina bottiglieri bulk carrier italy 39713 9219434  13:36.9n _„_ 049:12.2e,  39 nm off yemeni coast,  gulf of aden two speedboats with five persons in each boat attempted to board the ship underway.  master increased speed, took evasive manoeuvres and crew mustered. the pirates fired upon the ship and the master contacted the coalition warship. the boats aborted the attempt at 1450 utc and moved away. a coalition warship arrived at location and escorted the ship.;0;1;470.626978844;73.3906118068;5.0;16.0;G;256.586544926
2008;5;9;;BCD;12:57.5N;047:04.0E;General Cargo;St. Vincent and Grenadines;Steaming;Fired upon;4;4;;0;0;0;0;0;1;0510 UTC Steaming Fired upon Jin Yuan Men General Cargo St. Vincent and Grenadines 14991 7609207 12:57.5N _„_ 047:04.0E, Gulf of Aden A general cargo ship underway, noticed a blue coloured tug suspected to be a pirate mother vessel, towing a small boat.  The small boat suddenly proceeded at high speed and approached the ship.  D/O raised alarm and crew mustered.  Four pirates, armed with RPG and automatic weapons were firing at the ship in an attempt to board the ship.  Master increased speed and took evasive manoeuvres.  Crew activated fire hoses and threw hard objects to hit the pirates.  Pirates kept on firing at the ship and at 0600 UTC, The pirates gave up the attempt and fled.;12.9513888889;47.0666666667;17.0;0510 utc steaming fired upon jin yuan men general cargo st. vincent and grenadines 14991 7609207 12:57.5n _„_ 047:04.0e, gulf of aden a general cargo ship underway, noticed a blue coloured tug suspected to be a pirate mother vessel, towing a small boat.  the small boat suddenly proceeded at high speed and approached the ship.  d/o raised alarm and crew mustered.  four pirates, armed with rpg and automatic weapons were firing at the ship in an attempt to board the ship.  master increased speed and took evasive manoeuvres.  crew activated fire hoses and threw hard objects to hit the pirates.  pirates kept on firing at the ship and at 0600 utc, the pirates gave up the attempt and fled.;1;1;232.01960671;64.1073415877;4.0;12.0;G;293.771228978
2008;6;9;;BCD;12:57.8N;047:01.6E;LPG Tanker;Singapore;Steaming;Attempted;4;6;;0;0;0;0;0;1;0705 UTC Steaming Attempted Sigloo Discovery LPG Tanker Singapore 7954 8511964 12:57.8N _„_ 047:01.6E,  33 NM South of Yemeni Coast,  Gulf of Aden About six pirates armed with RPG in a white speedboat approached the tanker underway.  Alarm raised, foghorn sounded, crew mustered and Chief officer directed fire hose towards the boat.  The pirates signalled to reduce speed and pointed RPG at the Chief officer, who dropped the fire hose and entered the accommodation.  Master increased ship speed to maximum and took evasive manoeuvres by giving large helm orders. This resulted in the speedboat rolling heavily, causing four pirates to fall overboard.  The speedboat recovered the pirates and resumed chasing the tanker again.  Mayday broadcast made and SSAS activated.  UKMTO Dubai and IMB Piracy Reporting Centre informed.  The Centre immediately informed the Coalition Forces.  The speedboat came close to the tanker, but later gave up the chase and met up with a pirate mother vessel that was a raft with an orange cover.  A passing ship informed that coalition warships were proceeding for assistance and were calling the tanker on VHF.;12.9522222222;47.0183333333;17.0;0705 utc steaming attempted sigloo discovery lpg tanker singapore 7954 8511964 12:57.8n _„_ 047:01.6e,  33 nm south of yemeni coast,  gulf of aden about six pirates armed with rpg in a white speedboat approached the tanker underway.  alarm raised, foghorn sounded, crew mustered and chief officer directed fire hose towards the boat.  the pirates signalled to reduce speed and pointed rpg at the chief officer, who dropped the fire hose and entered the accommodation.  master increased ship speed to maximum and took evasive manoeuvres by giving large helm orders. this resulted in the speedboat rolling heavily, causing four pirates to fall overboard.  the speedboat recovered the pirates and resumed chasing the tanker again.  mayday broadcast made and ssas activated.  ukmto dubai and imb piracy reporting centre informed.  the centre immediately informed the coalition forces.  the speedboat came close to the tanker, but later gave up the chase and met up with a pirate mother vessel that was a raft with an orange cover.  a passing ship informed that coalition warships were proceeding for assistance and were calling the tanker on vhf.;0;1;226.790586591;61.9396874819;4.0;12.0;G;297.940093965
2008;6;9;;BCD;12:57N;047:17E;Tanker;Bahamas;Steaming;Fired upon;-1;-1;;0;0;0;0;0;0;1000 UTC Steaming Fired upon  Front Voyager Tanker Bahamas 88946 8902668 12:57N _„_ 047:17E, 38 NM Off Yemen Coast, Gulf of Aden A blue-hulled vessel was spotted at a range of 6 NM by the tanker underway. A small speed craft was released from the mother vessel and it started approaching the tanker.  Alarm raised, speed increased, coalition warship contacted.  Speedboat, with five persons armed with machine guns opened fire.  When coalition warship and navy helicopter arrived, speedboat aborted attack and moved towards mother vessel. Tanker sustained damages.  No injuries to crew.  Tanker continued passage.;12.95;47.2833333333;17.0;1000 utc steaming fired upon  front voyager tanker bahamas 88946 8902668 12:57n _„_ 047:17e, 38 nm off yemen coast, gulf of aden a blue-hulled vessel was spotted at a range of 6 nm by the tanker underway. a small speed craft was released from the mother vessel and it started approaching the tanker.  alarm raised, speed increased, coalition warship contacted.  speedboat, with five persons armed with machine guns opened fire.  when coalition warship and navy helicopter arrived, speedboat aborted attack and moved towards mother vessel. tanker sustained damages.  no injuries to crew.  tanker continued passage.;1;1;255.482956623;72.3016571335;4.0;13.0;G;275.715843306
2008;7;9;;BCD;12:46N;045:50E;Bulk Carrier;Thailand;Steaming;Attempted;-1;-1;;0;0;0;0;0;0;0942 UTC Steaming Attempted Fonarun Naree Bulk Carrier Thailand 13881 8323862 12:46N _„_ 045:50E, Gulf of Aden Pirates in two speedboats chased the ship underway. Owners contacted the IMB Piracy Reporting Centre (PRC) for assistance. Duty officer at the PRC immediately informed the authorities to render necessary assistance and relayed the same to the master. Master advised to enforce anti piracy measures to delay / prevent boarding.  The authorities advised the centre that every effort was being made to send assistance to the ship. At 1340 UTC master reported that pirate boats had stopped chasing and that ship was continuing passage to destination port.;12.7666666667;45.8333333333;17.0;0942 utc steaming attempted fonarun naree bulk carrier thailand 13881 8323862 12:46n _„_ 045:50e, gulf of aden pirates in two speedboats chased the ship underway. owners contacted the imb piracy reporting centre (prc) for assistance. duty officer at the prc immediately informed the authorities to render necessary assistance and relayed the same to the master. master advised to enforce anti piracy measures to delay / prevent boarding.  the authorities advised the centre that every effort was being made to send assistance to the ship. at 1340 utc master reported that pirate boats had stopped chasing and that ship was continuing passage to destination port.;0;1;97.8734589606;57.4683658608;4.0;10.0;G;398.329933668
2008;8;9;;BCD;12:45.48N;046:05.3E;Tanker;Singapore;Steaming;Attempted;-1;-1;;0;0;0;0;0;0;0655 UTC Steaming Attempted Ocean Queen  Tanker Singapore 62863 9368223 12:45.48N_„_ 046:05.3E, Gulf of Aden About ten speedboats chased the tanker underway. Master took evasive manoeuvres and contacted the coalition naval forces for help.  A coalition aircraft arrived at location. The speedboats aborted the attack.;12.7633333333;46.0841666667;17.0;0655 utc steaming attempted ocean queen  tanker singapore 62863 9368223 12:45.48n_„_ 046:05.3e, gulf of aden about ten speedboats chased the tanker underway. master took evasive manoeuvres and contacted the coalition naval forces for help.  a coalition aircraft arrived at location. the speedboats aborted the attack.;0;1;125.091127839;71.8903547716;4.0;10.0;G;373.452028574
2008;8;9;;BCD;12:54.2N;046:04.2E;Container;Hong Kong;Steaming;Attempted;-1;-1;;0;0;0;0;0;0;0500 UTC Steaming Attempted OOCL Tokyo Container Hong Kong 89097 9310238  12:54.2N _„_ 046:04.2E,   Gulf of Aden Two high-speed boats crossed the bow of the ship underway at a distance of one NM and then turned towards the ship.  Master altered course in a threatening way to hit the speedboats.  As the boats got closer, the master observed that the persons onboard were carrying guns. Later the boats aborted the attempt.;12.9005555556;46.0672222222;17.0;0500 utc steaming attempted oocl tokyo container hong kong 89097 9310238  12:54.2n _„_ 046:04.2e,   gulf of aden two high-speed boats crossed the bow of the ship underway at a distance of one nm and then turned towards the ship.  master altered course in a threatening way to hit the speedboats.  as the boats got closer, the master observed that the persons onboard were carrying guns. later the boats aborted the attempt.;1;1;123.428206902;56.738542413;4.0;10.0;G;381.903647495
2008;10;9;;BCD;12:40.5N;048:22.5E;Bulk Carrier;Malta;Steaming;Fired upon;-1;-1;;0;0;0;0;0;0;0230 UTC Steaming Fired upon Michael S Bulk Carrier Malta 27996 9230127 12:40.5N _„_ 048:22.5E,  Gulf of Aden One speed boat chased the ship and opened fire at it. The ship took evasive actions and contacted the IMB Piracy Reporting Centre for assistance.  Duty officer at the centre informed coalition navy.  Coalition navy sent a warship and a helicopter which flew over the speed boat and interrupted the attack.  The attack was aborted.  The ship continued her passage to destination port.  No damage to the ship and no injury to crew.;12.6680555556;48.3680555556;17.0;0230 utc steaming fired upon michael s bulk carrier malta 27996 9230127 12:40.5n _„_ 048:22.5e,  gulf of aden one speed boat chased the ship and opened fire at it. the ship took evasive actions and contacted the imb piracy reporting centre for assistance.  duty officer at the centre informed coalition navy.  coalition navy sent a warship and a helicopter which flew over the speed boat and interrupted the attack.  the attack was aborted.  the ship continued her passage to destination port.  no damage to the ship and no injury to crew.;0;1;373.354934655;145.328724392;4.0;15.0;G;176.151265025
2008;12;9;;BCD;13:24N;048:20E;General Cargo;China;Steaming;Fired upon;8;8;;0;0;0;0;0;0;1513 UTC Steaming Fired upon Le Tong General Cargo China 15589 9175444 13:24N _„_ 048:20E, Gulf of Aden Eight pirates, in a skiff, chased the ship underway. They fired upon the ship and attempted to board. Master contacted the coalition warships. A helicopter intervened and the pirates aborted the attempt.;13.4;48.3333333333;17.0;1513 utc steaming fired upon le tong general cargo china 15589 9175444 13:24n _„_ 048:20e, gulf of aden eight pirates, in a skiff, chased the ship underway. they fired upon the ship and attempted to board. master contacted the coalition warships. a helicopter intervened and the pirates aborted the attempt.;0;1;374.288455575;64.5498003759;5.0;14.0;G;251.083964565
2008;13;9;;BCD;13:32.30N;048:47.30E;Chemical Tanker;Panama;Steaming;Attempted;-1;-1;;0;0;0;0;0;0;0440 UTC Steaming Attempted Golden Elizabeth Chemical Tanker Panama 9599 9170949 13:32.30N _„_ 048:47.30E, Gulf of Aden Speed boats chased the tanker underway with intend to board. Master increased speed and took evasive manoeuvres to prevent boarding, altered course southward to rendezvous with a coalition warship.  Speedboats approached as close as two cables before aborting the attempt.;13.5416666667;48.7916666667;17.0;0440 utc steaming attempted golden elizabeth chemical tanker panama 9599 9170949 13:32.30n _„_ 048:47.30e, gulf of aden speed boats chased the tanker underway with intend to board. master increased speed and took evasive manoeuvres to prevent boarding, altered course southward to rendezvous with a coalition warship.  speedboats approached as close as two cables before aborting the attempt.;0;1;425.881885829;56.9026019359;5.0;15.0;G;253.134939936
2008;14;9;;BCD;13:38.52N;048:59.00E;Bulk Carrier;China;Steaming;Fired upon;6;6;;0;0;0;0;0;0;1435 UTC Steaming Fired upon Shou Chang Hai Bulk Carrier China 27766 8316508 13:38.52N _„_ 048:59.00E, Gulf of Aden Duty officer onboard the ship noticed a mother vessel (red colour) releasing speed boats which approached the ship.  Six pirates in the speed boat opened fire at the ship.  Master contacted the coalition warships but no response.  Anti piracy measures were enforced, the speed boats followed for about 10 minutes and later aborted.;13.6477777778;48.9833333333;17.0;1435 utc steaming fired upon shou chang hai bulk carrier china 27766 8316508 13:38.52n _„_ 048:59.00e, gulf of aden duty officer onboard the ship noticed a mother vessel (red colour) releasing speed boats which approached the ship.  six pirates in the speed boat opened fire at the ship.  master contacted the coalition warships but no response.  anti piracy measures were enforced, the speed boats followed for about 10 minutes and later aborted.;0;1;448.468967994;54.4719385409;5.0;16.0;G;262.327536963
2008;18;9;;BCD;13:54.00N;049:31.00E;Chemical Tanker;Norway;Steaming;Attempted;-1;-1;;0;0;0;0;0;0;0630 UTC Steaming Attempted Jo Oak Chemical Tanker Norway 22772 8112495 13:54.00N _„_ 049:31.00E, 40 NM SE of Al Mukalla, Gulf of Aden Two white hull boats with several persons onboard approached aggressively towards the tanker underway with intend to board. Master raised alarm, increased speed, took evasive manoeuvres and contacted coalition forces. SSAS activated and crew mustered. The boats kept on following and at 0700 UTC, the boats aborted the attempt.;13.9;49.5166666667;18.0;0630 utc steaming attempted jo oak chemical tanker norway 22772 8112495 13:54.00n _„_ 049:31.00e, 40 nm se of al mukalla, gulf of aden two white hull boats with several persons onboard approached aggressively towards the tanker underway with intend to board. master raised alarm, increased speed, took evasive manoeuvres and contacted coalition forces. ssas activated and crew mustered. the boats kept on following and at 0700 utc, the boats aborted the attempt.;0;1;510.744766624;73.4488493791;6.0;17.0;G;291.961650838
2008;19;9;;BCD;13:13.06N;049:31.04E;-;Panama;Steaming;Attempted;12;12;;0;0;0;0;0;1;1339 LT Steaming  Attempted Uni-Premier Container Panama 17887 920222313:13.06N _„_ 049:31.04E, Gulf of Aden Twelve pirates, in three speedboats, armed with automatic guns and rocket propelled grenade launchers chased the ship.  Ship increased speed, evasive manoeuvres taken and fire hoses directed at the speedboats.  Pirates approached the ship on stbd bow and tried to board.  Later, they aborted the attempt and moved away.;13.2183333333;49.5177777778;18.0;1339 lt steaming  attempted uni-premier container panama 17887 920222313:13.06n _„_ 049:31.04e, gulf of aden twelve pirates, in three speedboats, armed with automatic guns and rocket propelled grenade launchers chased the ship.  ship increased speed, evasive manoeuvres taken and fire hoses directed at the speedboats.  pirates approached the ship on stbd bow and tried to board.  later, they aborted the attempt and moved away.;1;1;499.280945576;127.849262401;5.0;17.0;G;217.439836621
2008;1;10;;BCD;13:23.00N;048:09.00E;Bulk Carrier;Panama;Steaming;Attempted;8;8;;0;0;0;0;0;0;0300 UTC Steaming Attempted Vancouver Victory Bulk Carrier Panama 35592 8010843 13:23.00N _„_ 048:09.00E, Gulf of Aden About eight pirates armed with guns in two speed boats approached the ship underway on port bow and stbd bow with intentions to board.  Master adopted evasive manoeuvres to prevent boarding. One boat approached on stbd bow and the pirates hooked a ladder in order to board.  Ship's crew were able to remove it. Master contacted coalition warships on vhf ch. 16 for assistance. The boats continued their attempts to board on both port and stbd bow.  Master kept altering course to avoid the boats.  A coalition navy helicopter arrived at location, after surveying the area, informed the ship that there were no pirate boats around / ahead. Ship continued her normal passage.;13.3833333333;48.15;19.0;0300 utc steaming attempted vancouver victory bulk carrier panama 35592 8010843 13:23.00n _„_ 048:09.00e, gulf of aden about eight pirates armed with guns in two speed boats approached the ship underway on port bow and stbd bow with intentions to board.  master adopted evasive manoeuvres to prevent boarding. one boat approached on stbd bow and the pirates hooked a ladder in order to board.  ship's crew were able to remove it. master contacted coalition warships on vhf ch. 16 for assistance. the boats continued their attempts to board on both port and stbd bow.  master kept altering course to avoid the boats.  a coalition navy helicopter arrived at location, after surveying the area, informed the ship that there were no pirate boats around / ahead. ship continued her normal passage.;1;0;354.403887964;64.9330193054;5.0;14.0;G;257.284829738
2008;1;10;;BCD;13:13.59N;047:57.52E;Tanker;Italy;Steaming;Attempted;-1;-1;;0;0;0;0;0;0;0523 UTC Steaming Attempted Four Springs Tanker Italy 52176 8900402 13:13.59N _„_ 047:57.52E, Gulf of Aden Pirates in speed boats attempted to board the tanker underway. Master increased speed and took evasive manoeuvres to avoid boarding. Later, the speed boats aborted the attempt and moved away.;13.2330555556;47.9644444444;19.0;0523 utc steaming attempted four springs tanker italy 52176 8900402 13:13.59n _„_ 047:57.52e, gulf of aden pirates in speed boats attempted to board the tanker underway. master increased speed and took evasive manoeuvres to avoid boarding. later, the speed boats aborted the attempt and moved away.;0;0;332.005098683;75.2196959451;5.0;14.0;G;252.244722644
2008;1;10;;BCD;13:10.00N;047:43.00E;Chemical Tanker;Panama;Steaming;Attempted;-1;-1;;0;0;0;0;0;1;0345 UTC Steaming Attempted Athena 4 Chemical Tanker Panama 2191 9301639 13:10.00N _„_ 047:43.00E, Gulf of Aden Pirates armed with RPG in speed boats attempted to board the tanker underway. Master took evasive manoeuvres and informed owners who contacted the IMB Piracy Reporting Centre for assistance.  Duty officer informed authorities to render assistance to the tanker. A warship arrived at the location and chased away the boats.;13.1666666667;47.7166666667;19.0;0345 utc steaming attempted athena 4 chemical tanker panama 2191 9301639 13:10.00n _„_ 047:43.00e, gulf of aden pirates armed with rpg in speed boats attempted to board the tanker underway. master took evasive manoeuvres and informed owners who contacted the imb piracy reporting centre for assistance.  duty officer informed authorities to render assistance to the tanker. a warship arrived at the location and chased away the boats.;0;0;304.429760048;64.3417406699;4.0;13.0;G;261.337603647
2008;1;10;;BCD;12:42.47N;049:10.30E;Container;Panama;Steaming;Fired upon;4;4;;0;0;0;0;0;0;1435 UTC Steaming Fired upon Ever Unicorn Container Panama 69246 9196967 12:42.47N _„_ 049:10.30E, Gulf of Aden Four pirates armed with rifles attempted to board the ship underway. Master raised alarm and took evasive manoeuvres. The crew mustered and activated fire hoses. The pirates fired upon the ship and aborted their attack after ten minutes.;12.7130555556;49.175;19.0;1435 utc steaming fired upon ever unicorn container panama 69246 9196967 12:42.47n _„_ 049:10.30e, gulf of aden four pirates armed with rifles attempted to board the ship underway. master raised alarm and took evasive manoeuvres. the crew mustered and activated fire hoses. the pirates fired upon the ship and aborted their attack after ten minutes.;1;0;460.72292883;145.831296466;4.0;16.0;G;158.161808774
