"";"longitude";"latitude";"id"
"328965";50,453882;25,9746535;413165
"328975";50,4547701;25,9789331;413165
"328985";50,4535174;25,9792832;413165
"328995";50,4534024;25,9809278;413165
"329005";50,4543801;25,9812244;413165
"329015";50,4571097;25,9831546;413165
"329025";50,4587018;25,9874764;413165
"329035";50,4631691;25,9921657;413165
"329045";50,4648811;25,9948442;413165
"329055";50,4657316;25,9961289;413165
"329065";50,4640262;25,9969052;413165
"329075";50,4688513;25,9999069;413165
"329085";50,4732823;26,0081996;413165
"329095";50,4725132;26,0155035;413165
"329105";50,4710185;26,0159132;413165
"329115";50,4726902;26,0175162;413165
"329125";50,471451;26,0197619;413165
"329135";50,4721482;26,0193683;413165
"329145";50,4718918;26,019999;413165
"329155";50,4738712;26,0215102;413165
"329165";50,4733348;26,0229058;413165
"329175";50,4771661;26,027608;413165
"329185";50,4818216;26,0352585;413165
"329195";50,4829267;26,0371648;413165
"329205";50,4813844;26,0387313;413165
"329215";50,4842249;26,0396953;413165
"329225";50,4849837;26,0413684;413165
"329235";50,4850595;26,0432895;413165
"329245";50,4846782;26,045573;413165
"329255";50,4836956;26,0483375;413165
"329265";50,4826558;26,050125;413165
"329275";50,4827148;26,0514504;413165
"329285";50,4829275;26,0519484;413165
"329295";50,4825244;26,0531757;413165
"329305";50,4819584;26,0534793;413165
"329315";50,4833781;26,0577219;413165
"329325";50,481076;26,0621586;413165
"329335";50,4804384;26,0646516;413165
"329345";50,4805381;26,0684618;413165
"329355";50,4805818;26,0710211;413165
"329365";50,4810315;26,0742561;413165
"329375";50,4784677;26,0748451;413165
"329385";50,4795884;26,0752406;413165
"329395";50,4812635;26,0746509;413165
"329405";50,4819392;26,0781094;413165
"329415";50,4805284;26,0798483;413165
"329425";50,479426;26,0819616;413165
"329435";50,4796861;26,082229;413165
"329445";50,4772909;26,0831011;413165
"329455";50,4803247;26,0848983;413165
"329465";50,4793787;26,0892611;413165
"329475";50,478731;26,0944146;413165
"329485";50,4775338;26,0967151;413165
"329495";50,4749213;26,099241;413165
"329505";50,4756272;26,1017473;413165
"329515";50,4746593;26,102757;413165
"329525";50,4730146;26,1022047;413165
"329535";50,4733239;26,1048809;413165
"329545";50,4713012;26,1054941;413165
"329555";50,4702784;26,1068133;413165
"329565";50,4703714;26,1084514;413165
"329575";50,467533;26,1090972;413165
"329585";50,4671218;26,1091152;413165
"329595";50,4667943;26,1092606;413165
"329605";50,4671612;26,1115657;413165
"329615";50,4656994;26,111373;413165
"329625";50,4641361;26,1152992;413165
"329635";50,4639433;26,1180109;413165
"329645";50,4620475;26,1208108;413165
"329655";50,4612325;26,121755;413165
"329665";50,4608067;26,1243065;413165
"329675";50,4599495;26,1254013;413165
"329685";50,4573161;26,1278975;413165
"329695";50,4570394;26,1306441;413165
"329705";50,4540042;26,132018;413165
"329715";50,4585144;26,1323397;413165
"329725";50,4541619;26,1330573;413165
"329735";50,4566295;26,1349531;413165
"329745";50,454399;26,1343978;413165
"329755";50,4549375;26,13494;413165
"333114";55,010203;25,8753118;413988
"333124";55,0092062;25,8763677;413988
"333134";55,0097702;25,8768858;413988
"333144";55,0105962;25,8780346;413988
"333154";55,0112138;25,8788367;413988
"333164";55,0110211;25,8797515;413988
"333174";55,0115573;25,8804786;413988
"333184";55,0120875;25,8808806;413988
"333194";55,0124747;25,8813486;413988
"333204";55,0126415;25,8821704;413988
"333214";55,0128222;25,8830851;413988
"333224";55,0136641;25,8830208;413988
"333234";55,0148734;25,8831012;413988
"333244";55,0161283;25,8828654;413988
"333254";55,0166267;25,8832566;413988
"333264";55,016863;25,8825081;413988
"333274";55,02034;25,8844071;413988
"333284";55,0227208;25,8873441;413988
"333294";55,0236124;25,8872351;413988
"333304";55,0249885;25,8891734;413988
"333314";55,0263983;25,890899;413988
"333324";55,0277645;25,8916422;413988
"333334";55,0287017;25,8918744;413988
"333344";55,0299547;25,8920923;413988
"333354";55,0310111;25,8930766;413988
"333364";55,0316366;25,8937554;413988
"333374";55,0320913;25,8941895;413988
"333384";55,0330643;25,8947951;413988
"333394";55,0346548;25,8953703;413988
"333404";55,0357092;25,8959508;413988
"333414";55,0369384;25,8965617;413988
"333424";55,0370476;25,8974209;413988
"333434";55,0379292;25,8978318;413988
"333444";55,0386977;25,8983802;413988
"333454";55,0393927;25,8991804;413988
"333464";55,0393053;25,8997913;413988
"333474";55,0395476;25,8999199;413988
"333484";55,0400519;25,8993233;413988
"333494";55,0404054;25,8980515;413988
"333504";55,0414518;25,8969351;413988
"333514";55,0427922;25,8967207;413988
"333524";55,0437056;25,896108;413988
"333534";55,0441822;25,8957918;413988
"333544";55,0450817;25,8953363;413988
"333554";55,0451631;25,8946932;413988
"333564";55,0460011;25,8944503;413988
"333574";55,0464419;25,894043;413988
"333584";55,0466702;25,8936518;413988
"333594";55,0465193;25,8926693;413988
"333604";55,0459713;25,8922853;413988
"333614";55,0462195;25,891301;413988
"333624";55,0466563;25,890297;413988
"333634";55,0477048;25,8882123;413988
"333644";55,0498473;25,8868671;413988
"333654";55,0500062;25,8863151;413988
"333664";55,0506337;25,8854433;413988
"333674";55,050032;25,8846394;413988
"333684";55,0492874;25,8836336;413988
"333694";55,0495932;25,8813826;413988
"333704";55,0500936;25,8797979;413988
"333714";55,0504947;25,8781703;413988
"333724";55,0509454;25,8769037;413988
"333734";55,0511261;25,8760318;413988
"333744";55,0510546;25,8750545;413988
"333754";55,0536235;25,8733331;413988
"333764";55,0516578;25,8729187;413988
"333774";55,0516213;25,8716427;413988
"333784";55,0525171;25,8707836;413988
"333794";55,0529341;25,8694815;413988
"333804";55,0548503;25,865481;413988
"333814";55,0565143;25,8598239;413988
"333824";55,0516076;25,8594808;413988
"333834";55,048365;25,8593879;413988
"333844";55,0429083;25,8593969;413988
"333854";55,0392348;25,8589466;413988
"333864";55,0373974;25,8586561;413988
"333874";55,0364085;25,858145;413988
"333884";55,0360193;25,8573749;413988
"333894";55,0350006;25,8566261;413988
"333904";55,0350642;25,8555165;413988
"333914";55,0346095;25,8560025;413988
"333924";55,0339899;25,8559864;413988
"333934";55,0335531;25,8574374;413988
"333944";55,0301556;25,8615543;413988
"333954";55,0290078;25,8612416;413988
"333964";55,0283247;25,8612756;413988
"333974";55,027316;25,8623084;413988
"333984";55,0241349;25,8640201;413988
"333994";55,0211346;25,8646544;413988
"334004";55,0213669;25,8638039;413988
"334014";55,0202569;25,8636342;413988
"334024";55,0192561;25,8622637;413988
"334034";55,018065;25,8617641;413988
"334044";55,0171437;25,8629488;413988
"334054";55,0166175;25,863567;413988
"334064";55,0160952;25,8640334;413988
"334074";55,0174765;25,8645767;413988
"334084";55,018245;25,865077;413988
"334094";55,0188705;25,8663474;413988
"334104";55,0178478;25,8701335;413988
"338122";55,619589;25,6080265;416822
"338132";55,6157534;25,6070502;416822
"338142";55,6146162;25,6059279;416822
"338152";55,6172769;25,6054055;416822
"338162";55,615732;25,6042831;416822
"338172";55,6134146;25,6045154;416822
"338182";55,6103247;25,6041864;416822
"338192";55,6123146;25,6040689;416822
"338202";55,6097244;25,6027925;416822
"338212";55,6068217;25,6035372;416822
"338222";55,6012695;25,6037994;416822
"338232";55,5944811;25,5939351;416822
"338242";55,595712;25,593756;416822
"338252";55,593695;25,5909692;416822
"338262";55,587381;25,5879589;416822
"338272";55,5864662;25,5888603;416822
"338282";55,5905203;25,5930593;416822
"338292";55,5976973;25,6008672;416822
"338302";55,6020318;25,6069724;416822
"338312";55,6101213;25,6128159;416822
"338322";55,6200884;25,6193456;416822
"338332";55,6285535;25,6217448;416822
"338342";55,6275021;25,621561;416822
"338352";55,627067;25,6208548;416822
"338362";55,6354248;25,6215029;416822
"338372";55,6459557;25,6232055;416822
"338382";55,645784;25,622925;416822
"338392";55,6376515;25,6217448;416822
"338402";55,6314014;25,6189296;416822
"338412";55,6263648;25,6180009;416822
"338422";55,6216334;25,617256;416822
"338432";55,6186615;25,6175269;416822
"338442";55,6181299;25,6152341;416822
"338452";55,6166171;25,6148278;416822
"338462";55,613613;25,6147891;416822
"338472";55,6142841;25,6139188;416822
"338482";55,6137477;25,6142768;416822
"338492";55,6093322;25,6115578;416822
"338502";55,6035124;25,6068756;416822
"338512";55,6107973;25,6083946;416822
"338522";55,617374;25,612932;416822
"338532";55,6233441;25,6150696;416822
"338542";55,6247662;25,6148573;416822
"338552";55,629283;25,6143832;416822
"338562";55,6381558;25,6184072;416822
"338572";55,6346582;25,6186104;416822
"338582";55,6368683;25,6183202;416822
"338592";55,6335472;25,6161435;416822
"338602";55,6330703;25,6174108;416822
"338612";55,630549;25,6164342;416822
"338622";55,6278668;25,6158731;416822
"338632";55,6285905;25,6165595;416822
"338642";55,6372331;25,6198293;416822
"338652";55,6425058;25,6203227;416822
"338662";55,6464814;25,6216093;416822
"338672";55,6566094;25,6235344;416822
"338682";55,6743599;25,630485;416822
"338692";55,6893264;25,6414198;416822
"338702";55,6924868;25,6443483;416822
"338712";55,69551;25,6464816;416822
"338722";55,6984467;25,6485677;416822
"338732";55,7016094;25,651049;416822
"338742";55,7078631;25,654602;416822
"338752";55,7144765;25,6557222;416822
"338762";55,7138263;25,6548218;416822
"338772";55,7134194;25,6549146;416822
"338782";55,7125844;25,6559497;416822
"338792";55,7131182;25,6546568;416822
"338802";55,7120539;25,6530848;416822
"338812";55,7107903;25,6527795;416822
"338822";55,7122858;25,6531237;416822
"338832";55,7121987;25,6540989;416822
"338842";55,7109216;25,6529947;416822
"338852";55,7095755;25,6522604;416822
"338862";55,7063075;25,6517866;416822
"338872";55,7029896;25,6508024;416822
"338882";55,6999295;25,6475934;416822
"338892";55,6930069;25,6431859;416822
"338902";55,6864296;25,6376475;416822
"338912";55,6838333;25,6356453;416822
"338922";55,6802128;25,6329756;416822
"338932";55,6788181;25,6310023;416822
"338942";55,6766128;25,6282744;416822
"338952";55,6757496;25,6299866;416822
"338962";55,6752561;25,6283421;416822
"338972";55,6722306;25,6280229;416822
"338982";55,6723057;25,626659;416822
"338992";55,6655358;25,6247823;416822
"339002";55,658326;25,6224993;416822
"339012";55,649464;25,6215513;416822
"339022";55,6536101;25,6202163;416822
"339032";55,651518;25,6199261;416822
"339042";55,6507241;25,6192295;416822
"339052";55,6495176;25,6183395;416822
"339062";55,6489646;25,6180977;416822
"339072";55,6507514;25,6164729;416822
"339082";55,6509708;25,6127574;416822
"339092";55,6492703;25,609856;416822
"339102";55,6489055;25,6163379;416822
"339112";55,6399577;25,6170722;416822
"342856";54,6098676;24,4608142;429347
"342866";54,6086238;24,4578138;429347
"342876";54,6081673;24,458624;429347
"342886";54,6066094;24,4600842;429347
"342896";54,6037415;24,4591545;429347
"342906";54,60136;24,458277;429347
"342916";54,5978685;24,4574768;429347
"342926";54,5944108;24,4567364;429347
"342936";54,5934459;24,4554885;429347
"342946";54,5935168;24,4537193;429347
"342956";54,5927511;24,4535711;429347
"342966";54,5912281;24,4553318;429347
"342976";54,5911173;24,4564166;429347
"342986";54,5911218;24,4569216;429347
"342996";54,5909248;24,457747;429347
"343006";54,5909202;24,4584635;429347
"343016";54,5907687;24,4597274;429347
"343026";54,5904417;24,4614094;429347
"343036";54,5925029;24,4628269;429347
"343046";54,5934844;24,463934;429347
"343056";54,5939138;24,4648391;429347
"343066";54,5948558;24,4659288;429347
"343076";54,5949777;24,4669408;429347
"343086";54,5956726;24,4674893;429347
"343096";54,5958435;24,4685924;429347
"343106";54,5965554;24,4698988;429347
"343116";54,5969929;24,4712459;429347
"343126";54,5971631;24,4719373;429347
"343136";54,5975783;24,4716481;429347
"343146";54,5978968;24,4712661;429347
"343156";54,5981819;24,4721297;429347
"343166";54,597989;24,4727866;429347
"343176";54,5994423;24,4735605;429347
"343186";54,5988884;24,4750194;429347
"343196";54,5996794;24,4761219;429347
"343206";54,5988304;24,4773095;429347
"343216";54,598352;24,4786291;429347
"343226";54,5985728;24,4801304;429347
"343236";54,5987376;24,481473;429347
"343246";54,5985596;24,4820337;429347
"343256";54,5977726;24,4820081;429347
"343266";54,5971261;24,4823681;429347
"343276";54,5966346;24,4825663;429347
"343286";54,5962461;24,4825587;429347
"343296";54,5958383;24,4823861;429347
"343306";54,5953832;24,4824695;429347
"343316";54,5951069;24,4828382;429347
"343326";54,5940467;24,4835148;429347
"343336";54,5929719;24,483594;429347
"343346";54,5920231;24,4837289;429347
"343356";54,5910839;24,4840815;429347
"343366";54,5906614;24,4847319;429347
"343376";54,5895483;24,4848214;429347
"343386";54,5879824;24,4853726;429347
"343396";54,5846446;24,4867829;429347
"343406";54,5825134;24,4876095;429347
"343416";54,5815607;24,4879921;429347
"343426";54,5790697;24,4904908;429347
"343436";54,5763605;24,4936888;429347
"343446";54,5758668;24,4943113;429347
"343456";54,5754806;24,4947716;429347
"343466";54,574583;24,4958579;429347
"343476";54,5733281;24,4973379;429347
"343486";54,5722573;24,4987082;429347
"343496";54,5719984;24,5002652;429347
"343506";54,5730794;24,5029805;429347
"343516";54,5737347;24,5055962;429347
"343526";54,574045;24,5067531;429347
"343536";54,5741747;24,5075521;429347
"343546";54,5746083;24,508047;429347
"343556";54,5792566;24,5073725;429347
"343566";54,583748;24,506839;429347
"343576";54,587495;24,5080732;429347
"343586";54,5905236;24,5092341;429347
"343596";54,5978868;24,5152142;429347
"343606";54,6014889;24,5185179;429347
"343616";54,6030289;24,5184358;429347
"343626";54,6039418;24,5169328;429347
"343636";54,6023325;24,5171879;429347
"343646";54,6018239;24,5166536;429347
"343656";54,6022558;24,5160945;429347
"343666";54,6027684;24,5160406;429347
"343676";54,6109392;24,5147772;429347
"343686";54,6125203;24,5145005;429347
"343696";54,6134635;24,514374;429347
"343706";54,6142273;24,51426;429347
"343716";54,6146351;24,5141927;429347
"343726";54,6150366;24,5141398;429347
"343736";54,6154438;24,514074;429347
"343746";54,6158243;24,5139989;429347
"343756";54,6159701;24,5138854;429347
"343766";54,6162982;24,5139325;429347
"343776";54,6166217;24,5137543;429347
"343786";54,6169936;24,5136843;429347
"343796";54,6171485;24,5137076;429347
"343806";54,6175648;24,5137169;429347
"343816";54,6179766;24,5136542;429347
"343826";54,6183486;24,5136325;429347
"343836";54,6186943;24,5135382;429347
"343846";54,6190816;24,5134153;429347
"343856";54,6192262;24,5134055;429348
"343866";54,6196039;24,5133386;429348
"343876";54,6200276;24,513305;429348
"343886";54,6204306;24,5132628;429348
"343896";54,6208043;24,5132203;429348
"343906";54,6212264;24,5131639;429348
"343916";54,6215792;24,5130855;429348
"343926";54,6219634;24,5129851;429348
"343936";54,6222204;24,512925;429348
"343946";54,6224531;24,5129404;429348
"343956";54,622814;24,5128568;429348
"343966";54,6231064;24,5127462;429348
"343976";54,6232747;24,5127088;429348
"343986";54,6236001;24,5127403;429348
"343996";54,623986;24,5126201;429348
"344006";54,6241954;24,5125879;429348
"344016";54,6245031;24,5126326;429348
"344026";54,6248422;24,5125908;429348
"344036";54,625257;24,5125139;429348
"344046";54,6254447;24,5123709;429348
"344056";54,6256766;24,5123321;429348
"344066";54,62599;24,5123783;429348
"344076";54,6262601;24,5122977;429348
"344086";54,6265839;24,5120991;429348
"344096";54,6268754;24,5120236;429348
"344106";54,6270784;24,5119518;429348
"344116";54,6273958;24,5119239;429348
"344126";54,6277308;24,5118001;429348
"344136";54,6280281;24,5117216;429348
"344146";54,6283285;24,5115413;429348
"344156";54,6284823;24,5113208;429348
"344166";54,6286837;24,5112306;429348
"344176";54,6289592;24,511054;429348
"344186";54,6295125;24,5107982;429348
"344196";54,6297786;24,5105947;429348
"344206";54,6301563;24,5100439;429348
"344216";54,6310729;24,5088757;429348
"344226";54,6317334;24,507703;429348
"344236";54,632025;24,5068147;429348
"344246";54,6321225;24,5061277;429348
"344256";54,6323028;24,5045638;429348
"344266";54,6325886;24,5024381;429348
"344276";54,6329351;24,5000896;429348
"344286";54,632985;24,4994695;429348
"344296";54,6330438;24,4990184;429348
"344306";54,6331031;24,4986183;429348
"344316";54,6331942;24,4980896;429348
"344326";54,6332717;24,497562;429348
"344336";54,6333809;24,4967522;429348
"344346";54,6334614;24,4963512;429348
"344356";54,633521;24,4959327;429348
"344366";54,633542;24,4955523;429348
"344376";54,6336161;24,4951697;429348
"344386";54,6336395;24,4947665;429348
"344396";54,6336999;24,4944132;429348
"344406";54,63378;24,4938213;429348
"344416";54,6338815;24,4932423;429348
"344426";54,6339297;24,4928053;429348
"344436";54,6339571;24,4925421;429348
"344446";54,6340545;24,491988;429348
"344456";54,6340867;24,4916694;429348
"344466";54,6341447;24,4913004;429348
"344476";54,6341561;24,4910453;429348
"344486";54,6341357;24,4907134;429348
"344496";54,6341323;24,4903547;429348
"344506";54,6340229;24,4896613;429348
"344516";54,6337496;24,4887543;429348
"344526";54,6334612;24,4882051;429348
"344536";54,6327073;24,4867626;429348
"344546";54,6293774;24,4843255;429348
"344556";54,6245256;24,4823759;429348
"344566";54,6244237;24,482479;429348
"344576";54,6243622;24,4823349;429348
"344586";54,6239885;24,482267;429348
"344596";54,6226699;24,4817425;429348
"344606";54,6224564;24,4814676;429348
"344616";54,6219377;24,4814471;429348
"344626";54,6217903;24,4812895;429348
"344636";54,6213304;24,4811639;429348
"344646";54,6211795;24,4811069;429348
"344656";54,6207324;24,4808099;429348
"344666";54,6203405;24,4808389;429348
"344676";54,6200409;24,4806269;429348
"344686";54,6195471;24,4804517;429348
"344696";54,6193011;24,4804569;429348
"344706";54,6189041;24,4801448;429348
"344716";54,6183796;24,4800702;429348
"344726";54,6182708;24,479967;429348
"344736";54,6177472;24,4797203;429348
"344746";54,6172136;24,4796247;429348
"344756";54,6170895;24,4795177;429348
"344766";54,616698;24,4791982;429348
"344776";54,6164869;24,4793199;429348
"344786";54,6159851;24,4790634;429348
"344796";54,6155042;24,4787914;429348
"344806";54,6152481;24,4788881;429348
"344816";54,6147777;24,478647;429348
"344826";54,6143935;24,4783369;429348
"344836";54,6137697;24,4783222;429348
"344846";54,613629;24,478133;429348
"345275";53,0737648;12,1706616;430724
"345285";53,0743291;12,169435;430724
"345295";53,0751845;12,1678598;430724
"345305";53,07635;12,1668282;430724
"345315";53,0781756;12,1665813;430724
"345325";53,0800272;12,1650466;430724
"345335";53,0836753;12,1628292;430724
"345345";53,0864045;12,160362;430724
"345355";53,0879492;12,1570018;430724
"345365";53,0898492;12,1526928;430724
"345375";53,0869832;12,1505697;430724
"345385";53,0881146;12,1446368;430724
"345395";53,087953;12,1406454;430724
"345405";53,0870012;12,1361453;430724
"345415";53,0852792;12,1334533;430724
"345425";53,081079;12,1319394;430724
"345435";53,0761036;12,1317193;430724
"345445";53,0736094;12,1308368;430724
"345455";53,0708524;12,1296979;430724
"345465";53,0675817;12,1288485;430724
"345475";53,0656113;12,1289642;430724
"345485";53,0608927;12,1280982;430724
"345495";53,059603;12,1261849;430724
"345505";53,058305;12,1259477;430724
"345515";53,0578551;12,1270238;430724
"345525";53,0558168;12,1282066;430724
"345535";53,0546946;12,1313048;430724
"345545";53,0511777;12,1318948;430724
"345555";53,0449922;12,1333919;430724
"345565";53,037531;12,137029;430724
"345575";53,0327062;12,1393826;430724
"345585";53,0303473;12,1390132;430724
"345595";53,0269521;12,1400683;430724
"345605";53,0247489;12,1430472;430724
"345615";53,0224104;12,1453826;430724
"345625";53,0199441;12,1481048;430724
"345635";53,0177351;12,150311;430724
"345645";53,0163084;12,1519952;430724
"345655";53,0139697;12,1543305;430724
"345665";53,007046;12,1563133;430724
"345675";53,0015618;12,1581562;430724
"345685";52,9983023;12,1598536;430724
"345695";52,9962233;12,1619294;430724
"345705";52,9930778;12,1614369;430724
"345715";52,9907215;12,1614539;430724
"345725";52,98627;12,1613575;430724
"345735";52,9849211;12,1655238;430724
"345745";52,9822477;12,1662807;430724
"345755";52,9796633;12,1668342;430724
"345765";52,9817395;12,168345;430724
"345775";52,9837083;12,1689744;430724
"345785";52,98816;12,1690717;430724
"345795";52,9923462;12,1686546;430724
"345805";52,9973379;12,170937;430724
"345815";53,0001705;12,1709118;430724
"345825";53,0004995;12,1714172;430724
"345835";53,0010137;12,1715861;430724
"345845";53,0014436;12,1717429;430724
"345855";53,0017284;12,1718658;430724
"345865";53,0020339;12,1719456;430724
"345875";53,0024555;12,1723145;430724
"345885";53,0024763;12,1725266;430724
"345895";53,0027223;12,1728672;430724
"345905";53,0029131;12,1724983;430724
"345915";53,0032117;12,1723618;430724
"345925";53,0034923;12,1723888;430724
"345935";53,0035034;12,1727469;430724
"345945";53,0035946;12,1729807;430724
"345955";53,0038739;12,1732955;430724
"345965";53,004272;12,1732725;430724
"345975";53,0046093;12,1732658;430724
"345985";53,0048512;12,1733793;430724
"345995";53,0051996;12,1735023;430724
"346005";53,0054995;12,173355;430724
"346015";53,0059557;12,1733969;430724
"346025";53,0062253;12,1732442;430724
"346035";53,0066193;12,1736009;430724
"346045";53,0071169;12,1736739;430724
"346055";53,0074791;12,1735063;430724
"346065";53,0077984;12,1733334;430724
"346075";53,0081827;12,1734563;430724
"346085";53,0085242;12,1735442;430724
"346095";53,0087993;12,1735347;430724
"346105";53,0088587;12,1737509;430724
"346115";53,0090813;12,1739955;430724
"346125";53,008867;12,1747549;430724
"346135";53,008715;12,1753508;430724
"346145";53,00895;12,1757805;430724
"346155";53,0090412;12,1762643;430724
"346165";53,0092168;12,1766197;430724
"346175";53,0088698;12,1772278;430724
"346185";53,0087827;12,1778453;430724
"346195";53,0087067;12,1784561;430724
"346205";53,0089956;12,1786425;430724
"346215";53,0091794;12,1781791;430724
"346225";53,0095209;12,177998;430724
"346235";53,0097835;12,1779669;430724
"346245";53,0100904;12,1780223;430724
"346255";53,0103171;12,1772859;430724
"346265";53,0105806;12,1771489;430724
"346275";53,0109414;12,17688;430725
"346285";53,0111764;12,1768044;430725
"346295";53,011511;12,1770044;430725
"346305";53,0116492;12,1772219;430725
"346315";53,012104;12,1775408;430725
"346325";53,0122395;12,1774841;430725
"346335";53,0125629;12,1773246;430725
"346345";53,0129016;12,1774651;430725
"346355";53,013221;12,177426;430725
"346365";53,0135693;12,1771314;430725
"346375";53,0137186;12,1773151;430725
"346385";53,0139937;12,1769327;430725
"346395";53,014425;12,1768706;430725
"346405";53,0146932;12,1769165;430725
"346415";53,014895;12,1766355;430725
"346425";53,015148;12,1768179;430725
"346435";53,0155102;12,1768152;430725
"346445";53,0157604;12,1772881;430725
"346455";53,015947;12,1775759;430725
"346465";53,0162898;12,1776111;430725
"346475";53,0167239;12,1777705;430725
"346485";53,0168511;12,1781138;430725
"346495";53,0170902;12,1777597;430725
"346505";53,0175132;12,1779705;430725
"346515";53,0176045;12,1781989;430725
"346525";53,0180385;12,1777881;430725
"346535";53,0183676;12,1776138;430725
"346545";53,0190422;12,1776489;430725
"346555";53,0194375;12,1778719;430725
"346565";53,0198453;12,1779975;430725
"346575";53,0201702;12,1779043;430725
"346585";53,0205379;12,1778219;430725
"346595";53,0210867;12,1775624;430725
"346605";53,0213203;12,1773584;430725
"346615";53,021659;12,17723;430725
"346625";53,0220378;12,1769017;430725
"346635";53,0223322;12,1769111;430725
"346645";53,0228257;12,1767341;430725
"346655";53,0233344;12,1766017;430725
"346665";53,0237409;12,1770408;430725
"346675";53,0240726;12,1771192;430725
"346685";53,0244915;12,1768463;430725
"346695";53,0248772;12,1767841;430725
"346705";53,0252864;12,17678;430725
"346715";53,0259568;12,1769665;430725
"346725";53,026301;12,1771138;430725
"346735";53,0266425;12,1771787;430725
"346745";53,026836;12,1774814;430725
"346755";53,0271028;12,1778219;430725
"346765";53,0276005;12,1779205;430725
"346775";53,028058;12,1781935;430725
"346785";53,0284105;12,1784543;430725
"346795";53,0287285;12,1784272;430725
"346805";53,0291612;12,1783529;430725
"346815";53,0293575;12,178434;430725
"346825";53,0298026;12,1782921;430725
"346835";53,0302159;12,1781354;430725
"346845";53,0306901;12,178134;430725
"346855";53,031026;12,1779138;430725
"346865";53,0313619;12,1779394;430725
"346875";53,0316591;12,1779002;430725
"346885";53,0321305;12,1777543;430725
"346895";53,0324899;12,1778232;430725
"346905";53,0327111;12,1781435;430725
"346915";53,0331355;12,1782097;430725
"346925";53,0333719;12,1782908;430725
"346935";53,0335779;12,1784259;430725
"346945";53,0336691;12,1784529;430725
"346955";53,0339304;12,1784881;430725
"346965";53,0344557;12,1788286;430725
"346975";53,0347031;12,1790299;430725
"346985";53,0348372;12,1791475;430725
"346995";53,0351455;12,1790704;430725
"347005";53,0353349;12,1789637;430725
"347015";53,0357192;12,1790123;430725
"347025";53,0357717;12,179365;430725
"347035";53,0356777;12,1796164;430725
"347045";53,0361892;12,1794299;430725
"347055";53,0368403;12,1790245;430725
"347065";53,0373905;12,1789529;430725
"347075";53,037761;12,1788367;430725
"347085";53,0378591;12,1784367;430725
"347095";53,0380913;12,1786597;430725
"347105";53,0385171;12,1785732;430725
"347115";53,0385752;12,1783948;430725
"347125";53,0390715;12,1781948;430725
"347135";53,0393161;12,1779813;430725
"347145";53,0395193;12,1778327;430725
"347155";53,0397544;12,1773489;430725
"347165";53,0399617;12,1771652;430725
"347175";53,0404082;12,1769719;430725
"347185";53,0406543;12,1772949;430725
"347195";53,0409971;12,1774097;430725
"347205";53,0415639;12,1774746;430725
"347215";53,0420228;12,1773408;430725
"347225";53,0423823;12,1776881;430725
"347235";53,0427182;12,177884;430725
"347245";53,0432062;12,1777935;430725
"347255";53,0436637;12,1780556;430725
"349850";51,9998672;24,2153985;440674
"349860";51,9988212;24,2157434;440674
"349870";51,9985932;24,2156334;440674
"349880";51,9975793;24,2164626;440674
"349890";51,9967049;24,2161495;440674
"349900";51,9962409;24,216536;440674
"349910";51,9958447;24,2171002;440674
"349920";51,9968122;24,21806;440674
"349930";51,9981345;24,2193882;440674
"349940";51,9980353;24,2199068;440674
"349950";51,9982525;24,2200927;440674
"349960";51,9980656;24,2206349;440674
"349970";51,9980541;24,2214454;440674
"349980";51,9975426;24,2220658;440674
"349990";51,9979181;24,2225355;440674
"350000";51,9986656;24,2234169;440674
"350010";51,999396;24,2246782;440674
"350020";52,0005753;24,226066;440674
"350030";52,0004581;24,2276305;440674
"350040";52,0008417;24,2291715;440674
"350050";52,0011609;24,2298197;440674
"350060";52,0013593;24,2304703;440674
"350070";52,0012601;24,2313166;440674
"350080";52,0012816;24,2321261;440674
"350090";52,0013754;24,2326936;440674
"350100";52,0013325;24,2335081;440674
"350110";52,0012199;24,2342345;440674
"350120";52,0016561;24,2360877;440674
"350130";52,0018019;24,2366877;440674
"350140";52,0014559;24,2370203;440674
"350150";52,001559;24,2374004;440674
"350160";52,0015605;24,2381918;440674
"350170";52,0013808;24,2386052;440674
"350180";52,0011057;24,2392445;440674
"350190";52,0008697;24,2396945;440674
"350200";52,0008336;24,2401729;440674
"350210";52,0005922;24,2407647;440674
"350220";52,0005934;24,2414236;440674
"350230";52,0009248;24,2422762;440674
"350240";52,0013218;24,2427947;440674
"350250";52,0012494;24,2431151;440674
"350260";52,001244;24,243477;440674
"350270";52,001413;24,243839;440674
"350280";52,001472;24,2444724;440674
"350290";52,0016758;24,244964;440674
"350300";52,0029177;24,2465438;440674
"350310";52,0023142;24,2471552;440674
"350320";52,0024215;24,2475906;440674
"350330";52,0025193;24,2480024;440674
"350340";52,0027821;24,2482934;440674
"350350";52,0036392;24,2491777;440674
"350360";52,0038726;24,2495225;440674
"350370";52,0046129;24,2499579;440674
"350380";52,0048811;24,2506108;440674
"350390";52,0052727;24,2510412;440674
"350400";52,0063643;24,2516942;440674
"350410";52,006792;24,2521451;440674
"350420";52,0070564;24,2524156;440674
"350430";52,007279;24,2527115;440674
"350440";52,0075713;24,2528215;440674
"350450";52,0080139;24,2530759;440674
"350460";52,0085235;24,2531933;440674
"350470";52,0103742;24,2536897;440674
"350480";52,0119246;24,2548733;440674
"350490";52,0118614;24,2553144;440674
